province,temp_max,temp_min,precipitation,humidity,cloud,weather_type,date
Tra Vinh,33,25,0,74,28,Sunny,2/23/2020
Tra Vinh,33,24,0,73,14,Sunny,2/24/2020
Tra Vinh,33,25,0,66,18,Sunny,2/25/2020
Tra Vinh,32,25,1.2,66,37,Rain,2/26/2020
Tra Vinh,33,25,0,61,24,Sunny,2/27/2020
Tra Vinh,33,25,0,63,13,Sunny,2/28/2020
Tra Vinh,33,26,0,62,24,Sunny,3/1/2020
Tra Vinh,33,25,0.2,60,26,Rain,3/2/2020
Tra Vinh,32,24,0,62,12,Sunny,3/3/2020
Tra Vinh,33,24,0,68,9,Sunny,3/4/2020
Tra Vinh,32,24,0,74,25,Sunny,3/5/2020
Tra Vinh,33,23,0,74,27,Sunny,3/6/2020
Tra Vinh,32,24,0,70,23,Sunny,3/7/2020
Tra Vinh,33,24,0,69,28,Sunny,3/8/2020
Tra Vinh,32,24,0,70,23,Sunny,3/9/2020
Tra Vinh,33,24,0,69,20,Sunny,3/10/2020
Tra Vinh,33,24,0,70,12,Sunny,3/11/2020
Tra Vinh,34,23,0,67,7,Sunny,3/12/2020
Tra Vinh,33,25,0,64,26,Sunny,3/13/2020
Tra Vinh,34,26,1,60,17,Rain,3/14/2020
Tra Vinh,34,25,0,67,13,Sunny,3/15/2020
Tra Vinh,34,26,0.2,71,34,Rain,3/16/2020
Tra Vinh,32,26,0.6,73,44,Rain,3/17/2020
Tra Vinh,33,26,0,72,34,Sunny,3/18/2020
Tra Vinh,34,26,2.6,71,16,Rain,3/19/2020
Tra Vinh,33,26,0.2,71,37,Rain,3/20/2020
Tra Vinh,33,26,2.9,72,50,Rain,3/21/2020
Tra Vinh,32,26,1.5,72,49,Rain,3/22/2020
Tra Vinh,34,25,0,69,16,Sunny,3/23/2020
Tra Vinh,34,26,0.1,71,39,Rain,3/24/2020
Tra Vinh,33,26,0.4,70,27,Rain,3/25/2020
Tra Vinh,34,26,0,66,24,Sunny,3/26/2020
Tra Vinh,33,27,0,65,21,Sunny,3/27/2020
Tra Vinh,34,27,3.4,65,23,Rain,3/28/2020
Tra Vinh,34,27,0.8,69,44,Rain,3/29/2020
Tra Vinh,34,26,1.5,66,42,Rain,3/30/2020
Tra Vinh,34,27,0.7,69,37,Rain,3/31/2020
Tra Vinh,34,26,1.6,69,25,Rain,4/1/2020
Tra Vinh,33,26,0.5,65,42,Rain,4/2/2020
Tra Vinh,32,27,6.7,66,44,Drizzle,4/3/2020
Tra Vinh,33,26,0.1,67,35,Rain,4/4/2020
Tra Vinh,33,26,2.6,71,57,Rain,4/5/2020
Tra Vinh,34,26,2.3,68,48,Rain,4/6/2020
Tra Vinh,33,27,1.9,72,41,Rain,4/7/2020
Tra Vinh,34,27,0,71,39,Sunny,4/8/2020
Tra Vinh,34,27,2.1,72,20,Rain,4/9/2020
Tra Vinh,34,26,0.1,72,26,Rain,4/10/2020
Tra Vinh,36,26,0,70,12,Sunny,4/11/2020
Tra Vinh,36,26,0,68,6,Sunny,4/12/2020
Tra Vinh,35,27,0,68,9,Sunny,4/13/2020
Tra Vinh,34,26,0,67,10,Sunny,4/14/2020
Tra Vinh,34,26,0,68,27,Sunny,4/15/2020
Tra Vinh,34,26,0,70,32,Sunny,4/16/2020
Tra Vinh,34,26,0,69,27,Sunny,4/17/2020
Tra Vinh,35,27,1.6,67,20,Rain,4/18/2020
Tra Vinh,36,27,0,63,8,Sunny,4/19/2020
Tra Vinh,37,27,0,64,14,Sunny,4/20/2020
Tra Vinh,37,27,0.1,63,19,Rain,4/21/2020
Tra Vinh,39,28,2.5,60,12,Rain,4/22/2020
Tra Vinh,36,28,16.1,66,20,Drizzle,4/23/2020
Tra Vinh,35,28,4.4,65,17,Rain,4/24/2020
Tra Vinh,34,27,4.7,67,16,Rain,4/25/2020
Tra Vinh,35,27,1.9,66,19,Rain,4/26/2020
Tra Vinh,35,27,2.1,65,24,Rain,4/27/2020
Tra Vinh,34,28,2,65,12,Rain,4/28/2020
Tra Vinh,34,28,2.3,63,21,Rain,4/29/2020
Tra Vinh,33,28,3.7,69,36,Rain,4/30/2020
Tra Vinh,34,28,0.1,65,22,Rain,5/1/2020
Tra Vinh,35,28,2.1,66,26,Rain,5/2/2020
Tra Vinh,35,28,1.2,66,30,Rain,5/3/2020
Tra Vinh,34,28,3.6,67,38,Rain,5/4/2020
Tra Vinh,36,28,4.1,65,25,Rain,5/5/2020
Tra Vinh,35,28,1.3,66,26,Rain,5/6/2020
Tra Vinh,29,27,10.1,78,71,Drizzle,5/7/2020
Tra Vinh,34,27,1.8,69,50,Rain,5/8/2020
Tra Vinh,34,28,4.5,68,43,Rain,5/9/2020
Tra Vinh,31,27,11.6,76,54,Drizzle,5/10/2020
Tra Vinh,33,27,5.7,71,36,Drizzle,5/11/2020
Tra Vinh,34,28,0.9,68,30,Rain,5/12/2020
Tra Vinh,32,28,8.9,69,52,Drizzle,5/13/2020
Tra Vinh,35,28,6.3,66,40,Drizzle,5/14/2020
Tra Vinh,33,28,9,71,44,Drizzle,5/15/2020
Tra Vinh,32,28,19.7,76,36,Drizzle,5/16/2020
Tra Vinh,35,27,5,70,41,Rain,5/17/2020
Tra Vinh,35,28,5.9,71,39,Drizzle,5/18/2020
Tra Vinh,34,28,10.6,74,32,Drizzle,5/19/2020
Tra Vinh,35,28,10,75,28,Drizzle,5/20/2020
Tra Vinh,33,27,15.5,78,32,Drizzle,5/21/2020
Tra Vinh,33,28,29.2,78,23,Drizzle,5/22/2020
Tra Vinh,34,27,14.7,77,30,Drizzle,5/23/2020
Tra Vinh,34,28,20.3,76,35,Drizzle,5/24/2020
Tra Vinh,33,27,11.2,77,42,Drizzle,5/25/2020
Tra Vinh,34,27,16.6,77,48,Drizzle,5/26/2020
Tra Vinh,32,27,27.4,81,64,Drizzle,5/27/2020
Tra Vinh,32,27,10.7,81,52,Drizzle,5/28/2020
Tra Vinh,32,26,15,81,55,Drizzle,5/29/2020
Tra Vinh,33,27,21.1,78,36,Drizzle,5/30/2020
Tra Vinh,33,27,5.5,77,27,Drizzle,5/31/2020
Tra Vinh,34,27,9.4,76,36,Drizzle,6/1/2020
Tra Vinh,31,27,9.8,81,38,Drizzle,6/2/2020
Tra Vinh,33,27,9.4,77,28,Drizzle,6/3/2020
Tra Vinh,33,27,14.8,80,60,Drizzle,6/4/2020
Tra Vinh,32,27,13.4,80,61,Drizzle,6/5/2020
Tra Vinh,32,26,17.6,79,63,Drizzle,6/6/2020
Tra Vinh,31,26,14,80,60,Drizzle,6/7/2020
Tra Vinh,32,26,18,79,53,Drizzle,6/8/2020
Tra Vinh,33,26,5.7,79,43,Drizzle,6/9/2020
Tra Vinh,33,27,4,78,50,Rain,6/10/2020
Tra Vinh,30,27,9.4,82,41,Drizzle,6/11/2020
Tra Vinh,33,26,0.7,75,38,Rain,6/12/2020
Tra Vinh,32,27,1.7,80,49,Rain,6/13/2020
Tra Vinh,31,26,6.2,80,40,Drizzle,6/14/2020
Tra Vinh,33,26,6.5,73,26,Drizzle,6/15/2020
Tra Vinh,33,26,6.5,74,20,Drizzle,6/16/2020
Tra Vinh,33,26,3.8,76,33,Rain,6/17/2020
Tra Vinh,33,26,3.2,75,32,Rain,6/18/2020
Tra Vinh,32,26,2.8,74,28,Rain,6/19/2020
Tra Vinh,31,27,0.3,74,66,Rain,6/20/2020
Tra Vinh,32,26,10.4,78,60,Drizzle,6/21/2020
Tra Vinh,27,26,5.8,86,79,Drizzle,6/22/2020
Tra Vinh,30,25,13.2,80,61,Drizzle,6/23/2020
Tra Vinh,31,25,14.3,79,56,Drizzle,6/24/2020
Tra Vinh,31,25,7.8,77,53,Drizzle,6/25/2020
Tra Vinh,32,26,9.1,76,30,Drizzle,6/26/2020
Tra Vinh,31,26,10.5,80,31,Drizzle,6/27/2020
Tra Vinh,32,26,10.2,80,28,Drizzle,6/28/2020
Tra Vinh,33,26,4.1,79,28,Rain,6/29/2020
Tra Vinh,32,26,8.6,81,39,Drizzle,6/30/2020
Tra Vinh,33,26,2.3,79,46,Rain,7/1/2020
Tra Vinh,33,26,1.8,76,32,Rain,7/2/2020
Tra Vinh,32,26,6.1,78,18,Drizzle,7/3/2020
Tra Vinh,33,26,5.1,77,42,Drizzle,7/4/2020
Tra Vinh,32,26,7.4,78,59,Drizzle,7/5/2020
Tra Vinh,32,26,5.4,77,38,Drizzle,7/6/2020
Tra Vinh,32,26,13.7,77,44,Drizzle,7/7/2020
Tra Vinh,33,26,4.4,75,31,Rain,7/8/2020
Tra Vinh,34,26,2.2,75,25,Rain,7/9/2020
Tra Vinh,33,26,3.5,77,54,Rain,7/10/2020
Tra Vinh,32,27,12.6,80,56,Drizzle,7/11/2020
Tra Vinh,32,26,11.6,80,49,Drizzle,7/12/2020
Tra Vinh,29,25,9.8,84,81,Drizzle,7/13/2020
Tra Vinh,31,25,12.7,83,62,Drizzle,7/14/2020
Tra Vinh,27,25,0.7,86,51,Rain,7/15/2020
Tra Vinh,30,25,2.7,80,60,Rain,7/16/2020
Tra Vinh,28,25,5.8,86,64,Drizzle,7/17/2020
Tra Vinh,30,25,7.8,85,64,Drizzle,7/18/2020
Tra Vinh,25,24,23.1,94,85,Drizzle,7/19/2020
Tra Vinh,30,24,10.2,86,52,Drizzle,7/20/2020
Tra Vinh,30,25,6.9,85,71,Drizzle,7/21/2020
Tra Vinh,30,25,6.5,84,37,Drizzle,7/22/2020
Tra Vinh,31,26,7.9,81,41,Drizzle,7/23/2020
Tra Vinh,31,26,15.3,83,44,Drizzle,7/24/2020
Tra Vinh,27,25,7.6,89,67,Drizzle,7/25/2020
Tra Vinh,30,25,4.4,85,49,Rain,7/26/2020
Tra Vinh,30,25,4.6,85,48,Rain,7/27/2020
Tra Vinh,32,26,1.9,80,40,Rain,7/28/2020
Tra Vinh,31,26,15.4,81,25,Drizzle,7/29/2020
Tra Vinh,31,26,12.4,84,28,Drizzle,7/30/2020
Tra Vinh,31,26,12.9,83,22,Drizzle,7/31/2020
Tra Vinh,31,26,11.5,81,21,Drizzle,8/1/2020
Tra Vinh,31,26,16,81,45,Drizzle,8/2/2020
Tra Vinh,31,26,13.7,83,31,Drizzle,8/3/2020
Tra Vinh,31,26,13.6,84,45,Drizzle,8/4/2020
Tra Vinh,30,26,17.9,85,52,Drizzle,8/5/2020
Tra Vinh,32,26,4.4,83,40,Rain,8/6/2020
Tra Vinh,34,26,0.6,78,30,Rain,8/7/2020
Tra Vinh,34,27,9.2,80,20,Drizzle,8/8/2020
Tra Vinh,33,27,18.9,82,22,Drizzle,8/9/2020
Tra Vinh,34,26,6.1,79,28,Drizzle,8/10/2020
Tra Vinh,32,27,16.6,81,18,Drizzle,8/11/2020
Tra Vinh,36,26,11.4,78,32,Drizzle,8/12/2020
Tra Vinh,34,27,16.6,80,27,Drizzle,8/13/2020
Tra Vinh,34,26,15.8,80,39,Drizzle,8/14/2020
Tra Vinh,31,26,14.7,83,51,Drizzle,8/15/2020
Tra Vinh,30,26,12.6,84,70,Drizzle,8/16/2020
Tra Vinh,28,25,13,86,65,Drizzle,8/17/2020
Tra Vinh,27,25,10.8,90,83,Drizzle,8/18/2020
Tra Vinh,29,25,11.2,85,56,Drizzle,8/19/2020
Tra Vinh,30,25,14.2,84,33,Drizzle,8/20/2020
Tra Vinh,32,25,13.2,80,32,Drizzle,8/21/2020
Tra Vinh,31,26,24.2,83,62,Drizzle,8/22/2020
Tra Vinh,29,25,41,89,69,Drizzle,8/23/2020
Tra Vinh,30,25,5.5,84,50,Drizzle,8/24/2020
Tra Vinh,31,26,16.3,84,45,Drizzle,8/25/2020
Tra Vinh,28,25,10.6,90,80,Drizzle,8/26/2020
Tra Vinh,28,25,9.3,90,67,Drizzle,8/27/2020
Tra Vinh,31,25,10.8,84,31,Drizzle,8/28/2020
Tra Vinh,31,25,9.1,82,20,Drizzle,8/29/2020
Tra Vinh,32,26,19,81,19,Drizzle,8/30/2020
Tra Vinh,34,26,14.8,80,30,Drizzle,8/31/2020
Tra Vinh,33,26,4.3,79,30,Rain,9/1/2020
Tra Vinh,33,26,12.1,79,51,Drizzle,9/2/2020
Tra Vinh,35,26,0.3,77,26,Rain,9/3/2020
Tra Vinh,33,27,5,80,21,Rain,9/4/2020
Tra Vinh,33,27,4.5,79,21,Rain,9/5/2020
Tra Vinh,33,27,6.3,78,18,Drizzle,9/6/2020
Tra Vinh,34,27,2.6,76,21,Rain,9/7/2020
Tra Vinh,35,27,0.6,73,16,Rain,9/8/2020
Tra Vinh,34,28,0.2,71,20,Rain,9/9/2020
Tra Vinh,35,28,2.3,70,22,Rain,9/10/2020
Tra Vinh,34,27,4.3,73,25,Rain,9/11/2020
Tra Vinh,35,26,2.1,73,30,Rain,9/12/2020
Tra Vinh,32,27,9.3,77,24,Drizzle,9/13/2020
Tra Vinh,32,27,13.7,81,34,Drizzle,9/14/2020
Tra Vinh,31,26,10.1,82,35,Drizzle,9/15/2020
Tra Vinh,31,26,7.2,80,32,Drizzle,9/16/2020
Tra Vinh,34,26,6.8,76,23,Drizzle,9/17/2020
Tra Vinh,34,26,8.2,75,29,Drizzle,9/18/2020
Tra Vinh,31,26,18.2,81,51,Drizzle,9/19/2020
Tra Vinh,32,26,22.9,80,35,Drizzle,9/20/2020
Tra Vinh,30,26,32.8,86,78,Drizzle,9/21/2020
Tra Vinh,28,25,16.6,90,71,Drizzle,9/22/2020
Tra Vinh,30,25,11.1,87,64,Drizzle,9/23/2020
Tra Vinh,29,25,6.5,89,70,Drizzle,9/24/2020
Tra Vinh,30,25,12.8,84,55,Drizzle,9/25/2020
Tra Vinh,31,25,17,83,43,Drizzle,9/26/2020
Tra Vinh,33,26,16.2,83,43,Drizzle,9/27/2020
Tra Vinh,33,26,9.6,81,62,Drizzle,9/28/2020
Tra Vinh,32,26,10.8,82,28,Drizzle,9/29/2020
Tra Vinh,32,26,12.2,81,32,Drizzle,9/30/2020
Tra Vinh,32,26,34.5,85,59,Drizzle,10/1/2020
Tra Vinh,28,25,4.8,87,79,Rain,10/2/2020
Tra Vinh,26,25,11,92,96,Drizzle,10/3/2020
Tra Vinh,32,25,4,80,34,Rain,10/4/2020
Tra Vinh,33,26,7.1,79,25,Drizzle,10/5/2020
Tra Vinh,27,26,16,87,34,Drizzle,10/6/2020
Tra Vinh,34,26,2.9,75,24,Rain,10/7/2020
Tra Vinh,32,27,2.1,75,26,Rain,10/8/2020
Tra Vinh,34,26,6.8,76,28,Drizzle,10/9/2020
Tra Vinh,33,27,2.8,78,30,Rain,10/10/2020
Tra Vinh,33,27,3.6,78,34,Rain,10/11/2020
Tra Vinh,35,26,9.8,79,24,Drizzle,10/12/2020
Tra Vinh,31,26,25.9,84,32,Drizzle,10/13/2020
Tra Vinh,29,25,18.1,90,60,Drizzle,10/14/2020
Tra Vinh,28,25,6.5,89,64,Drizzle,10/15/2020
Tra Vinh,33,25,2.3,81,59,Rain,10/16/2020
Tra Vinh,32,26,12.2,83,58,Drizzle,10/17/2020
Tra Vinh,30,26,26.8,86,76,Drizzle,10/18/2020
Tra Vinh,30,25,20,88,78,Drizzle,10/19/2020
Tra Vinh,34,25,15.5,83,59,Drizzle,10/20/2020
Tra Vinh,32,26,11,82,34,Drizzle,10/21/2020
Tra Vinh,31,26,11.2,83,44,Drizzle,10/22/2020
Tra Vinh,28,25,10.5,88,75,Drizzle,10/23/2020
Tra Vinh,30,26,3.5,81,45,Rain,10/24/2020
Tra Vinh,33,26,2.4,77,32,Rain,10/25/2020
Tra Vinh,32,25,1.1,76,49,Rain,10/26/2020
Tra Vinh,33,26,8.9,77,58,Drizzle,10/27/2020
Tra Vinh,32,25,10.6,80,56,Drizzle,10/28/2020
Tra Vinh,28,25,2.9,84,43,Rain,10/29/2020
Tra Vinh,33,25,0.2,75,19,Rain,10/30/2020
Tra Vinh,31,25,4.3,78,54,Rain,10/31/2020
Tra Vinh,26,24,37.3,93,100,Drizzle,11/1/2020
Tra Vinh,27,25,22.8,90,74,Drizzle,11/2/2020
Tra Vinh,32,25,0.3,78,19,Rain,11/3/2020
Tra Vinh,30,25,0.2,75,39,Rain,11/4/2020
Tra Vinh,29,24,7.2,85,63,Drizzle,11/5/2020
Tra Vinh,32,25,3.2,81,47,Rain,11/6/2020
Tra Vinh,30,26,5.7,85,58,Drizzle,11/7/2020
Tra Vinh,32,26,1,77,21,Rain,11/8/2020
Tra Vinh,32,26,0.6,76,19,Rain,11/9/2020
Tra Vinh,31,26,6.1,81,48,Drizzle,11/10/2020
Tra Vinh,30,25,4.8,81,45,Rain,11/11/2020
Tra Vinh,30,25,20.9,85,23,Drizzle,11/12/2020
Tra Vinh,30,26,3.9,85,36,Rain,11/13/2020
Tra Vinh,31,26,1.8,82,29,Rain,11/14/2020
Tra Vinh,31,25,9.4,83,41,Drizzle,11/15/2020
Tra Vinh,31,26,3.1,84,43,Rain,11/16/2020
Tra Vinh,34,26,0,78,19,Sunny,11/17/2020
Tra Vinh,32,26,3.9,82,38,Rain,11/18/2020
Tra Vinh,29,25,3.8,84,82,Rain,11/19/2020
Tra Vinh,31,24,0.1,80,52,Rain,11/20/2020
Tra Vinh,31,26,0.3,80,30,Rain,11/21/2020
Tra Vinh,32,26,1.5,75,13,Rain,11/22/2020
Tra Vinh,32,26,0,75,7,Sunny,11/23/2020
Tra Vinh,32,26,0.2,73,14,Rain,11/24/2020
Tra Vinh,32,26,0.2,75,19,Rain,11/25/2020
Tra Vinh,32,26,1.2,72,16,Rain,11/26/2020
Tra Vinh,33,26,0.7,69,16,Rain,11/27/2020
Tra Vinh,31,26,3.5,74,50,Rain,11/28/2020
Tra Vinh,28,25,11.4,87,67,Drizzle,11/29/2020
Tra Vinh,31,26,0.2,74,12,Rain,11/30/2020
Tra Vinh,33,25,0,73,19,Sunny,12/1/2020
Tra Vinh,30,26,2.6,79,48,Rain,12/2/2020
Tra Vinh,32,26,3.4,77,44,Rain,12/3/2020
Tra Vinh,29,26,9.2,82,62,Drizzle,12/4/2020
Tra Vinh,31,26,8.6,75,34,Drizzle,12/5/2020
Tra Vinh,31,25,0,71,16,Sunny,12/6/2020
Tra Vinh,32,25,0.9,74,18,Rain,12/7/2020
Tra Vinh,29,25,0.1,77,38,Rain,12/8/2020
Tra Vinh,30,24,0,74,55,Sunny,12/9/2020
Tra Vinh,32,24,0,74,11,Sunny,12/10/2020
Tra Vinh,32,24,0,74,5,Sunny,12/11/2020
Tra Vinh,30,24,0.3,79,36,Rain,12/12/2020
Tra Vinh,30,24,2.9,82,53,Rain,12/13/2020
Tra Vinh,32,24,2.8,82,39,Rain,12/14/2020
Tra Vinh,33,24,5.2,82,26,Drizzle,12/15/2020
Tra Vinh,30,24,6.9,81,35,Drizzle,12/16/2020
Tra Vinh,29,24,0.4,75,27,Rain,12/17/2020
Tra Vinh,30,21,0.1,66,8,Rain,12/18/2020
Tra Vinh,29,20,0,64,60,Sunny,12/19/2020
Tra Vinh,27,21,0.1,59,64,Rain,12/20/2020
Tra Vinh,23,19,1.9,78,77,Rain,12/21/2020
Tra Vinh,30,22,3.5,76,63,Rain,12/22/2020
Tra Vinh,31,24,0,75,34,Sunny,12/23/2020
Tra Vinh,31,24,0,78,26,Sunny,12/24/2020
Tra Vinh,21,20,31.6,85,81,Drizzle,12/25/2020
Tra Vinh,27,23,19.4,89,75,Drizzle,12/26/2020
Tra Vinh,27,24,11.1,88,51,Drizzle,12/27/2020
Tra Vinh,30,24,3.5,79,36,Rain,12/28/2020
Tra Vinh,31,25,0,75,21,Sunny,12/29/2020
Tra Vinh,31,24,0,73,15,Sunny,12/30/2020
Tra Vinh,30,24,0,70,13,Sunny,12/31/2020
Tra Vinh,29,23,0,69,27,Sunny,1/1/2021
Tra Vinh,30,23,0,72,10,Sunny,1/2/2021
Tra Vinh,32,24,0,76,19,Sunny,1/3/2021
Tra Vinh,34,24,0,78,30,Sunny,1/4/2021
Tra Vinh,30,24,0.1,80,46,Rain,1/5/2021
Tra Vinh,30,25,0.1,83,50,Rain,1/6/2021
Tra Vinh,31,25,0.7,81,44,Rain,1/7/2021
Tra Vinh,30,25,0,81,32,Sunny,1/8/2021
Tra Vinh,31,25,0,80,22,Sunny,1/9/2021
Tra Vinh,31,25,2.8,75,42,Rain,1/10/2021
Tra Vinh,32,24,0,69,20,Sunny,1/11/2021
Tra Vinh,30,23,0,67,18,Sunny,1/12/2021
Tra Vinh,32,22,0,66,24,Sunny,1/13/2021
Tra Vinh,32,23,0,68,65,Sunny,1/14/2021
Tra Vinh,31,24,0.3,74,64,Rain,1/15/2021
Tra Vinh,30,24,1,77,57,Rain,1/16/2021
Tra Vinh,28,24,0.1,81,52,Rain,1/17/2021
Tra Vinh,33,23,1.3,74,45,Rain,1/18/2021
Tra Vinh,30,24,2.2,77,62,Rain,1/19/2021
Tra Vinh,31,24,0,72,22,Sunny,1/20/2021
Tra Vinh,32,25,2.7,74,41,Rain,1/21/2021
Tra Vinh,31,25,4.8,79,70,Rain,1/22/2021
Tra Vinh,31,25,0.5,76,29,Rain,1/23/2021
Tra Vinh,31,25,0.9,74,28,Rain,1/24/2021
Tra Vinh,31,25,0,73,28,Sunny,1/25/2021
Tra Vinh,32,25,0.2,73,14,Rain,1/26/2021
Tra Vinh,32,25,0,72,21,Sunny,1/27/2021
Tra Vinh,31,25,1.7,77,44,Rain,1/28/2021
Tra Vinh,32,25,0,76,40,Sunny,1/29/2021
Tra Vinh,32,25,1.4,76,36,Rain,1/30/2021
Tra Vinh,32,25,1.4,71,25,Rain,1/31/2021
Tra Vinh,32,25,0,66,20,Sunny,2/1/2021
Tra Vinh,31,24,0,66,25,Sunny,2/2/2021
Tra Vinh,32,24,0,66,21,Sunny,2/3/2021
Tra Vinh,31,24,0,62,7,Sunny,2/4/2021
Tra Vinh,31,23,0,62,10,Sunny,2/5/2021
Tra Vinh,30,22,0,64,10,Sunny,2/6/2021
Tra Vinh,30,22,0,68,11,Sunny,2/7/2021
Tra Vinh,29,22,0,69,13,Sunny,2/8/2021
Tra Vinh,30,22,0,73,16,Sunny,2/9/2021
Tra Vinh,30,22,0,76,38,Sunny,2/10/2021
Tra Vinh,29,22,0.1,74,42,Rain,2/11/2021
Tra Vinh,32,23,0,65,15,Sunny,2/12/2021
Tra Vinh,32,23,0,63,22,Sunny,2/13/2021
Tra Vinh,34,23,0,65,11,Sunny,2/14/2021
Tra Vinh,36,23,0,73,14,Sunny,2/15/2021
Tra Vinh,34,24,0,75,22,Sunny,2/16/2021
Tra Vinh,31,24,0,73,16,Sunny,2/17/2021
Tra Vinh,32,25,1.7,75,42,Rain,2/18/2021
Tra Vinh,31,25,0,73,30,Sunny,2/19/2021
Tra Vinh,32,25,0,70,9,Sunny,2/20/2021
Tra Vinh,32,24,0,73,37,Sunny,2/21/2021
Tra Vinh,32,25,0,71,30,Sunny,2/22/2021
Tra Vinh,32,25,0,68,27,Sunny,2/23/2021
Tra Vinh,33,25,0,64,2,Sunny,2/24/2021
Tra Vinh,33,25,0,67,11,Sunny,2/25/2021
Tra Vinh,33,25,0,62,8,Sunny,2/26/2021
Tra Vinh,33,25,0,64,32,Sunny,2/27/2021
Tra Vinh,33,26,0.2,67,28,Rain,2/28/2021
Tra Vinh,32,26,2.2,73,33,Rain,3/1/2021
Tra Vinh,33,25,0,75,27,Sunny,3/2/2021
Tra Vinh,33,25,0,74,26,Sunny,3/3/2021
Tra Vinh,34,25,0,71,25,Sunny,3/4/2021
Tra Vinh,34,26,0,72,17,Sunny,3/5/2021
Tra Vinh,34,25,0,71,24,Sunny,3/6/2021
Tra Vinh,33,26,0,67,15,Sunny,3/7/2021
Tra Vinh,34,26,0,67,18,Sunny,3/8/2021
Tra Vinh,34,26,0,61,8,Sunny,3/9/2021
Tra Vinh,33,26,0,60,18,Sunny,3/10/2021
Tra Vinh,33,25,0,61,9,Sunny,3/11/2021
Tra Vinh,34,25,0,62,12,Sunny,3/12/2021
Tra Vinh,33,25,0,66,30,Sunny,3/13/2021
Tra Vinh,32,25,0.3,74,50,Rain,3/14/2021
Tra Vinh,32,25,4.2,75,49,Rain,3/15/2021
Tra Vinh,32,25,14.9,75,27,Drizzle,3/16/2021
Tra Vinh,32,26,0,71,30,Sunny,3/17/2021
Tra Vinh,33,26,0,71,29,Sunny,3/18/2021
Tra Vinh,34,26,0.1,71,27,Rain,3/19/2021
Tra Vinh,34,25,0,71,21,Sunny,3/20/2021
Tra Vinh,33,26,0.4,70,30,Rain,3/21/2021
