province,temp_max,temp_min,precipitation,humidity,cloud,weather_type,date
Ben Tre,32,23,0.0,64,50,Sunny,2/17/2020
Ben Tre,33,23,0.0,66,30,Sunny,2/18/2020
Ben Tre,34,23,0.4,66,36,Rain,2/19/2020
Ben Tre,31,24,0.0,72,51,Sunny,2/20/2020
Ben Tre,34,24,0.6,72,32,Rain,2/21/2020
Ben Tre,35,25,0.0,69,30,Sunny,2/22/2020
Ben Tre,35,25,0.0,70,15,Sunny,2/23/2020
Ben Tre,35,25,0.0,67,17,Sunny,2/24/2020
Ben Tre,35,25,3.7,65,26,Rain,2/25/2020
Ben Tre,33,25,3.4,68,46,Rain,2/26/2020
Ben Tre,34,25,0.0,61,29,Sunny,2/27/2020
Ben Tre,34,25,0.0,59,16,Sunny,2/28/2020
Ben Tre,35,25,0.2,57,27,Rain,3/1/2020
Ben Tre,34,25,3.6,60,27,Rain,3/2/2020
Ben Tre,34,24,0.0,59,13,Sunny,3/3/2020
Ben Tre,34,24,0.0,64,8,Sunny,3/4/2020
Ben Tre,34,24,0.0,69,9,Sunny,3/5/2020
Ben Tre,34,23,0.0,71,27,Sunny,3/6/2020
Ben Tre,34,24,0.0,66,24,Sunny,3/7/2020
Ben Tre,34,23,0.0,66,15,Sunny,3/8/2020
Ben Tre,34,24,0.0,65,13,Sunny,3/9/2020
Ben Tre,35,23,0.0,65,7,Sunny,3/10/2020
Ben Tre,35,24,0.0,67,7,Sunny,3/11/2020
Ben Tre,36,24,0.0,65,10,Sunny,3/12/2020
Ben Tre,35,25,0.0,62,32,Sunny,3/13/2020
Ben Tre,36,26,1.9,58,26,Rain,3/14/2020
Ben Tre,36,26,0.0,64,19,Sunny,3/15/2020
Ben Tre,35,26,2.1,68,38,Rain,3/16/2020
Ben Tre,34,26,1.5,69,35,Rain,3/17/2020
Ben Tre,34,25,0.0,68,19,Sunny,3/18/2020
Ben Tre,35,26,4.5,67,20,Rain,3/19/2020
Ben Tre,35,26,0.0,67,32,Sunny,3/20/2020
Ben Tre,35,25,3.2,70,50,Rain,3/21/2020
Ben Tre,33,26,1.0,69,60,Rain,3/22/2020
Ben Tre,35,25,0.0,67,13,Sunny,3/23/2020
Ben Tre,35,25,0.0,67,21,Sunny,3/24/2020
Ben Tre,36,27,0.8,65,21,Rain,3/25/2020
Ben Tre,37,26,0.0,60,6,Sunny,3/26/2020
Ben Tre,36,26,0.0,56,13,Sunny,3/27/2020
Ben Tre,36,27,0.0,57,27,Sunny,3/28/2020
Ben Tre,36,27,0.0,61,27,Sunny,3/29/2020
Ben Tre,37,27,0.0,59,31,Sunny,3/30/2020
Ben Tre,36,27,2.5,63,38,Rain,3/31/2020
Ben Tre,36,26,9.4,67,34,Drizzle,4/1/2020
Ben Tre,34,26,3.9,67,41,Rain,4/2/2020
Ben Tre,33,27,7.1,67,44,Drizzle,4/3/2020
Ben Tre,34,26,0.0,64,31,Sunny,4/4/2020
Ben Tre,34,26,0.8,65,39,Rain,4/5/2020
Ben Tre,35,27,1.8,62,42,Rain,4/6/2020
Ben Tre,35,27,0.0,66,19,Sunny,4/7/2020
Ben Tre,36,27,0.0,66,26,Sunny,4/8/2020
Ben Tre,36,27,1.1,67,16,Rain,4/9/2020
Ben Tre,36,27,1.1,69,26,Rain,4/10/2020
Ben Tre,38,26,0.0,65,15,Sunny,4/11/2020
Ben Tre,38,27,0.0,64,8,Sunny,4/12/2020
Ben Tre,36,27,0.0,64,13,Sunny,4/13/2020
Ben Tre,36,26,0.0,60,5,Sunny,4/14/2020
Ben Tre,36,26,0.0,62,10,Sunny,4/15/2020
Ben Tre,36,26,0.0,65,18,Sunny,4/16/2020
Ben Tre,36,26,0.1,66,36,Rain,4/17/2020
Ben Tre,38,27,3.2,64,36,Rain,4/18/2020
Ben Tre,38,28,0.0,60,18,Sunny,4/19/2020
Ben Tre,38,28,0.0,60,12,Sunny,4/20/2020
Ben Tre,39,28,0.0,59,17,Sunny,4/21/2020
Ben Tre,41,29,2.2,57,13,Rain,4/22/2020
Ben Tre,37,29,11.3,63,27,Drizzle,4/23/2020
Ben Tre,36,28,5.7,63,22,Drizzle,4/24/2020
Ben Tre,35,27,6.1,66,22,Drizzle,4/25/2020
Ben Tre,36,28,1.8,64,29,Rain,4/26/2020
Ben Tre,36,28,2.2,64,32,Rain,4/27/2020
Ben Tre,35,28,2.2,64,18,Rain,4/28/2020
Ben Tre,34,27,4.5,66,35,Rain,4/29/2020
Ben Tre,33,28,5.8,70,31,Drizzle,4/30/2020
Ben Tre,35,27,2.2,68,41,Rain,5/1/2020
Ben Tre,35,28,2.3,66,48,Rain,5/2/2020
Ben Tre,35,28,1.6,66,52,Rain,5/3/2020
Ben Tre,35,28,8.9,68,51,Drizzle,5/4/2020
Ben Tre,37,28,5.7,66,32,Drizzle,5/5/2020
Ben Tre,35,28,1.4,66,26,Rain,5/6/2020
Ben Tre,32,27,6.0,74,43,Drizzle,5/7/2020
Ben Tre,35,27,5.6,68,48,Drizzle,5/8/2020
Ben Tre,34,27,3.6,69,49,Rain,5/9/2020
Ben Tre,32,27,4.4,72,52,Rain,5/10/2020
Ben Tre,34,27,1.2,66,45,Rain,5/11/2020
Ben Tre,36,28,0.0,63,25,Sunny,5/12/2020
Ben Tre,35,28,2.0,64,37,Rain,5/13/2020
Ben Tre,36,28,4.0,62,51,Rain,5/14/2020
Ben Tre,34,28,14.2,71,48,Drizzle,5/15/2020
Ben Tre,32,28,6.9,76,38,Drizzle,5/16/2020
Ben Tre,36,27,0.8,69,45,Rain,5/17/2020
Ben Tre,35,28,10.6,71,39,Drizzle,5/18/2020
Ben Tre,35,28,9.0,76,39,Drizzle,5/19/2020
Ben Tre,35,27,13.1,76,34,Drizzle,5/20/2020
Ben Tre,34,27,17.3,79,39,Drizzle,5/21/2020
Ben Tre,33,27,18.3,80,24,Drizzle,5/22/2020
Ben Tre,34,27,10.6,78,37,Drizzle,5/23/2020
Ben Tre,34,27,11.1,78,34,Drizzle,5/24/2020
Ben Tre,34,27,6.5,78,34,Drizzle,5/25/2020
Ben Tre,35,27,5.4,75,50,Drizzle,5/26/2020
Ben Tre,32,27,11.6,82,68,Drizzle,5/27/2020
Ben Tre,33,27,11.4,80,56,Drizzle,5/28/2020
Ben Tre,32,26,11.3,81,60,Drizzle,5/29/2020
Ben Tre,34,27,13.3,77,39,Drizzle,5/30/2020
Ben Tre,33,27,8.0,78,32,Drizzle,5/31/2020
Ben Tre,34,27,5.4,77,37,Drizzle,6/1/2020
Ben Tre,32,27,5.8,82,31,Drizzle,6/2/2020
Ben Tre,33,26,4.8,78,19,Rain,6/3/2020
Ben Tre,33,26,13.2,81,54,Drizzle,6/4/2020
Ben Tre,31,26,3.7,84,75,Rain,6/5/2020
Ben Tre,32,26,9.9,82,59,Drizzle,6/6/2020
Ben Tre,31,26,4.5,81,68,Rain,6/7/2020
Ben Tre,32,26,10.8,80,56,Drizzle,6/8/2020
Ben Tre,33,26,3.6,79,46,Rain,6/9/2020
Ben Tre,34,26,3.4,79,53,Rain,6/10/2020
Ben Tre,31,26,2.9,84,48,Rain,6/11/2020
Ben Tre,34,26,0.0,73,34,Sunny,6/12/2020
Ben Tre,34,27,1.0,77,41,Rain,6/13/2020
Ben Tre,32,26,1.6,80,43,Rain,6/14/2020
Ben Tre,34,26,2.2,71,31,Rain,6/15/2020
Ben Tre,34,27,4.5,72,25,Rain,6/16/2020
Ben Tre,33,26,2.0,75,31,Rain,6/17/2020
Ben Tre,33,26,1.6,75,34,Rain,6/18/2020
Ben Tre,34,26,3.0,74,30,Rain,6/19/2020
Ben Tre,32,26,0.2,74,55,Rain,6/20/2020
Ben Tre,33,26,5.1,76,62,Drizzle,6/21/2020
Ben Tre,28,26,4.6,88,81,Rain,6/22/2020
Ben Tre,31,24,1.0,79,58,Rain,6/23/2020
Ben Tre,32,25,6.3,78,51,Drizzle,6/24/2020
Ben Tre,31,25,1.3,78,59,Rain,6/25/2020
Ben Tre,33,25,7.2,76,31,Drizzle,6/26/2020
Ben Tre,32,25,6.7,80,37,Drizzle,6/27/2020
Ben Tre,32,26,13.1,81,35,Drizzle,6/28/2020
Ben Tre,33,26,4.7,80,23,Rain,6/29/2020
Ben Tre,32,26,4.3,81,41,Rain,6/30/2020
Ben Tre,33,26,3.1,80,49,Rain,7/1/2020
Ben Tre,34,26,0.9,77,31,Rain,7/2/2020
Ben Tre,33,26,4.7,78,26,Rain,7/3/2020
Ben Tre,33,26,1.8,78,45,Rain,7/4/2020
Ben Tre,33,26,4.8,78,65,Rain,7/5/2020
Ben Tre,33,26,4.3,77,46,Rain,7/6/2020
Ben Tre,33,26,7.3,77,50,Drizzle,7/7/2020
Ben Tre,34,26,2.3,75,32,Rain,7/8/2020
Ben Tre,34,25,1.3,73,26,Rain,7/9/2020
Ben Tre,34,26,2.4,75,45,Rain,7/10/2020
Ben Tre,33,26,3.2,79,47,Rain,7/11/2020
Ben Tre,32,25,6.5,81,50,Drizzle,7/12/2020
Ben Tre,31,25,4.5,83,67,Rain,7/13/2020
Ben Tre,31,25,4.8,84,68,Rain,7/14/2020
Ben Tre,27,25,0.5,86,64,Rain,7/15/2020
Ben Tre,29,25,0.1,81,65,Rain,7/16/2020
Ben Tre,29,25,4.1,88,58,Rain,7/17/2020
Ben Tre,32,25,10.3,85,55,Drizzle,7/18/2020
Ben Tre,25,24,28.8,95,82,Drizzle,7/19/2020
Ben Tre,30,24,9.4,87,54,Drizzle,7/20/2020
Ben Tre,31,24,5.1,85,59,Drizzle,7/21/2020
Ben Tre,31,25,6.5,83,46,Drizzle,7/22/2020
Ben Tre,31,25,6.7,83,46,Drizzle,7/23/2020
Ben Tre,31,25,10.3,83,41,Drizzle,7/24/2020
Ben Tre,26,25,12.7,91,70,Drizzle,7/25/2020
Ben Tre,30,24,3.5,87,51,Rain,7/26/2020
Ben Tre,30,25,3.3,86,49,Rain,7/27/2020
Ben Tre,32,25,2.6,81,34,Rain,7/28/2020
Ben Tre,31,26,6.2,82,22,Drizzle,7/29/2020
Ben Tre,31,26,8.0,84,34,Drizzle,7/30/2020
Ben Tre,32,26,4.3,81,26,Rain,7/31/2020
Ben Tre,33,26,7.7,80,24,Drizzle,8/1/2020
Ben Tre,32,26,6.9,81,40,Drizzle,8/2/2020
Ben Tre,32,26,9.6,83,30,Drizzle,8/3/2020
Ben Tre,31,26,6.6,84,38,Drizzle,8/4/2020
Ben Tre,30,26,11.2,87,71,Drizzle,8/5/2020
Ben Tre,32,26,7.0,83,35,Drizzle,8/6/2020
Ben Tre,34,26,2.0,78,40,Rain,8/7/2020
Ben Tre,35,26,10.4,80,27,Drizzle,8/8/2020
Ben Tre,34,26,13.5,82,22,Drizzle,8/9/2020
Ben Tre,35,26,3.0,78,28,Rain,8/10/2020
Ben Tre,33,26,9.7,81,19,Drizzle,8/11/2020
Ben Tre,36,26,7.5,78,33,Drizzle,8/12/2020
Ben Tre,34,26,15.5,80,28,Drizzle,8/13/2020
Ben Tre,34,26,13.0,80,35,Drizzle,8/14/2020
Ben Tre,33,26,11.9,82,37,Drizzle,8/15/2020
Ben Tre,30,25,21.4,87,68,Drizzle,8/16/2020
Ben Tre,29,25,9.0,88,66,Drizzle,8/17/2020
Ben Tre,28,25,12.9,91,82,Drizzle,8/18/2020
Ben Tre,30,24,7.6,84,52,Drizzle,8/19/2020
Ben Tre,30,25,12.8,85,36,Drizzle,8/20/2020
Ben Tre,33,25,7.0,80,48,Drizzle,8/21/2020
Ben Tre,31,26,22.4,84,63,Drizzle,8/22/2020
Ben Tre,29,25,27.8,90,68,Drizzle,8/23/2020
Ben Tre,31,25,8.8,86,59,Drizzle,8/24/2020
Ben Tre,31,25,11.0,86,43,Drizzle,8/25/2020
Ben Tre,27,25,6.7,92,78,Drizzle,8/26/2020
Ben Tre,28,24,8.1,92,67,Drizzle,8/27/2020
Ben Tre,31,25,8.8,86,32,Drizzle,8/28/2020
Ben Tre,31,25,7.5,84,23,Drizzle,8/29/2020
Ben Tre,33,26,11.2,81,25,Drizzle,8/30/2020
Ben Tre,33,25,8.1,82,56,Drizzle,8/31/2020
Ben Tre,34,26,0.8,78,38,Rain,9/1/2020
Ben Tre,34,26,6.4,78,51,Drizzle,9/2/2020
Ben Tre,35,26,1.1,76,34,Rain,9/3/2020
Ben Tre,34,26,7.1,80,26,Drizzle,9/4/2020
Ben Tre,34,26,2.4,79,34,Rain,9/5/2020
Ben Tre,34,27,6.8,79,21,Drizzle,9/6/2020
Ben Tre,35,27,4.9,77,29,Rain,9/7/2020
Ben Tre,36,27,0.1,74,26,Rain,9/8/2020
Ben Tre,35,27,0.3,72,34,Rain,9/9/2020
Ben Tre,36,27,0.8,69,19,Rain,9/10/2020
Ben Tre,34,27,8.1,76,31,Drizzle,9/11/2020
Ben Tre,35,26,0.7,72,32,Rain,9/12/2020
Ben Tre,34,27,10.5,76,28,Drizzle,9/13/2020
Ben Tre,32,26,8.4,81,37,Drizzle,9/14/2020
Ben Tre,31,26,11.0,85,38,Drizzle,9/15/2020
Ben Tre,30,26,11.0,84,35,Drizzle,9/16/2020
Ben Tre,34,26,4.4,77,30,Rain,9/17/2020
Ben Tre,34,26,4.8,76,31,Rain,9/18/2020
Ben Tre,31,27,10.0,83,42,Drizzle,9/19/2020
Ben Tre,33,26,18.1,80,26,Drizzle,9/20/2020
Ben Tre,30,26,20.3,87,68,Drizzle,9/21/2020
Ben Tre,27,25,19.6,92,69,Drizzle,9/22/2020
Ben Tre,30,25,9.6,88,54,Drizzle,9/23/2020
Ben Tre,28,25,8.5,90,49,Drizzle,9/24/2020
Ben Tre,31,25,9.6,87,60,Drizzle,9/25/2020
Ben Tre,31,25,13.3,84,48,Drizzle,9/26/2020
Ben Tre,33,26,11.4,83,45,Drizzle,9/27/2020
Ben Tre,33,26,9.0,84,65,Drizzle,9/28/2020
Ben Tre,32,26,13.2,83,26,Drizzle,9/29/2020
Ben Tre,32,26,13.7,82,39,Drizzle,9/30/2020
Ben Tre,32,26,14.9,85,54,Drizzle,10/1/2020
Ben Tre,28,25,15.0,90,88,Drizzle,10/2/2020
Ben Tre,26,24,4.0,95,69,Rain,10/3/2020
Ben Tre,32,24,7.7,83,30,Drizzle,10/4/2020
Ben Tre,33,25,6.6,79,30,Drizzle,10/5/2020
Ben Tre,27,26,0.1,89,28,Rain,10/6/2020
Ben Tre,34,25,7.3,78,36,Drizzle,10/7/2020
Ben Tre,33,26,12.9,77,23,Drizzle,10/8/2020
Ben Tre,34,26,5.6,79,38,Drizzle,10/9/2020
Ben Tre,34,26,4.8,80,43,Rain,10/10/2020
Ben Tre,32,26,3.4,81,28,Rain,10/11/2020
Ben Tre,35,26,10.0,79,32,Drizzle,10/12/2020
Ben Tre,32,26,16.3,84,35,Drizzle,10/13/2020
Ben Tre,30,25,14.1,89,60,Drizzle,10/14/2020
Ben Tre,28,25,4.2,89,81,Rain,10/15/2020
Ben Tre,32,25,6.5,83,42,Drizzle,10/16/2020
Ben Tre,31,26,10.7,86,63,Drizzle,10/17/2020
Ben Tre,31,25,10.4,86,71,Drizzle,10/18/2020
Ben Tre,31,25,13.3,86,66,Drizzle,10/19/2020
Ben Tre,34,25,6.4,82,49,Drizzle,10/20/2020
Ben Tre,33,26,10.2,83,38,Drizzle,10/21/2020
Ben Tre,31,26,6.3,83,33,Drizzle,10/22/2020
Ben Tre,29,25,5.5,87,55,Drizzle,10/23/2020
Ben Tre,31,25,4.8,81,60,Rain,10/24/2020
Ben Tre,34,25,1.5,77,37,Rain,10/25/2020
Ben Tre,33,25,0.2,76,39,Rain,10/26/2020
Ben Tre,34,25,9.9,79,63,Drizzle,10/27/2020
Ben Tre,34,25,7.6,81,41,Drizzle,10/28/2020
Ben Tre,30,25,0.4,83,47,Rain,10/29/2020
Ben Tre,34,25,0.1,76,19,Rain,10/30/2020
Ben Tre,29,24,5.6,82,57,Drizzle,10/31/2020
Ben Tre,26,24,13.6,94,85,Drizzle,11/1/2020
Ben Tre,29,24,11.9,88,52,Drizzle,11/2/2020
Ben Tre,33,24,0.2,75,13,Rain,11/3/2020
Ben Tre,29,24,0.3,76,53,Rain,11/4/2020
Ben Tre,30,24,7.3,85,63,Drizzle,11/5/2020
Ben Tre,34,25,1.1,77,44,Rain,11/6/2020
Ben Tre,32,25,6.6,82,50,Drizzle,11/7/2020
Ben Tre,33,26,3.1,78,24,Rain,11/8/2020
Ben Tre,33,25,2.9,78,21,Rain,11/9/2020
Ben Tre,32,25,7.1,82,36,Drizzle,11/10/2020
Ben Tre,31,25,5.2,81,44,Drizzle,11/11/2020
Ben Tre,32,26,11.6,82,25,Drizzle,11/12/2020
Ben Tre,32,25,7.8,83,35,Drizzle,11/13/2020
Ben Tre,33,26,6.1,80,22,Drizzle,11/14/2020
Ben Tre,31,25,11.0,81,35,Drizzle,11/15/2020
Ben Tre,32,26,2.3,80,25,Rain,11/16/2020
Ben Tre,34,26,1.5,78,15,Rain,11/17/2020
Ben Tre,33,26,3.0,81,36,Rain,11/18/2020
Ben Tre,27,25,10.7,91,74,Drizzle,11/19/2020
Ben Tre,31,24,0.2,84,55,Rain,11/20/2020
Ben Tre,33,25,0.0,80,17,Sunny,11/21/2020
Ben Tre,33,26,0.1,75,16,Rain,11/22/2020
Ben Tre,33,27,0.0,76,17,Sunny,11/23/2020
Ben Tre,34,26,0.2,75,21,Rain,11/24/2020
Ben Tre,33,25,0.8,75,26,Rain,11/25/2020
Ben Tre,33,25,0.7,72,27,Rain,11/26/2020
Ben Tre,34,26,0.0,69,23,Sunny,11/27/2020
Ben Tre,32,26,0.9,74,34,Rain,11/28/2020
Ben Tre,28,24,5.4,86,59,Drizzle,11/29/2020
Ben Tre,33,25,0.0,72,10,Sunny,11/30/2020
Ben Tre,34,25,0.1,70,28,Rain,12/1/2020
Ben Tre,32,25,5.6,77,49,Drizzle,12/2/2020
Ben Tre,33,25,8.2,79,42,Drizzle,12/3/2020
Ben Tre,30,26,8.0,81,40,Drizzle,12/4/2020
Ben Tre,33,25,5.5,77,35,Drizzle,12/5/2020
Ben Tre,33,25,0.0,74,19,Sunny,12/6/2020
Ben Tre,34,25,1.8,75,20,Rain,12/7/2020
Ben Tre,30,25,0.0,78,35,Sunny,12/8/2020
Ben Tre,32,23,0.0,72,40,Sunny,12/9/2020
Ben Tre,33,24,0.0,73,15,Sunny,12/10/2020
Ben Tre,33,24,0.0,72,6,Sunny,12/11/2020
Ben Tre,31,24,0.7,79,37,Rain,12/12/2020
Ben Tre,31,24,2.4,82,49,Rain,12/13/2020
Ben Tre,33,24,3.8,82,37,Rain,12/14/2020
Ben Tre,34,24,2.7,79,33,Rain,12/15/2020
Ben Tre,32,24,5.0,78,30,Rain,12/16/2020
Ben Tre,32,23,0.2,70,26,Rain,12/17/2020
Ben Tre,31,21,0.1,61,5,Rain,12/18/2020
Ben Tre,30,20,0.0,60,50,Sunny,12/19/2020
Ben Tre,25,21,0.0,58,67,Sunny,12/20/2020
Ben Tre,26,20,0.9,72,80,Rain,12/21/2020
Ben Tre,32,22,3.1,72,69,Rain,12/22/2020
Ben Tre,34,24,0.0,73,24,Sunny,12/23/2020
Ben Tre,33,24,0.0,70,14,Sunny,12/24/2020
Ben Tre,21,20,20.8,80,73,Drizzle,12/25/2020
Ben Tre,29,22,9.0,84,59,Drizzle,12/26/2020
Ben Tre,28,24,11.2,84,46,Drizzle,12/27/2020
Ben Tre,32,24,2.7,78,36,Rain,12/28/2020
Ben Tre,32,25,0.0,74,34,Sunny,12/29/2020
Ben Tre,33,25,0.0,71,17,Sunny,12/30/2020
Ben Tre,32,24,0.0,65,11,Sunny,12/31/2020
Ben Tre,32,23,0.0,65,24,Sunny,1/1/2021
Ben Tre,33,23,0.0,68,8,Sunny,1/2/2021
Ben Tre,33,24,0.0,71,15,Sunny,1/3/2021
Ben Tre,35,24,0.0,73,25,Sunny,1/4/2021
Ben Tre,32,25,0.2,77,44,Rain,1/5/2021
Ben Tre,31,25,0.0,79,30,Sunny,1/6/2021
Ben Tre,33,25,0.2,77,31,Rain,1/7/2021
Ben Tre,33,26,0.2,75,29,Rain,1/8/2021
Ben Tre,33,25,0.0,77,23,Sunny,1/9/2021
Ben Tre,32,25,6.3,74,52,Drizzle,1/10/2021
Ben Tre,35,24,0.0,64,18,Sunny,1/11/2021
Ben Tre,33,23,0.0,61,16,Sunny,1/12/2021
Ben Tre,32,22,0.0,61,15,Sunny,1/13/2021
Ben Tre,32,23,0.0,64,62,Sunny,1/14/2021
Ben Tre,34,24,0.2,69,52,Rain,1/15/2021
Ben Tre,31,24,4.8,75,50,Rain,1/16/2021
Ben Tre,28,24,1.8,81,53,Rain,1/17/2021
Ben Tre,34,23,2.1,73,44,Rain,1/18/2021
Ben Tre,31,24,5.8,77,60,Drizzle,1/19/2021
Ben Tre,33,25,0.0,71,22,Sunny,1/20/2021
Ben Tre,34,25,6.9,72,40,Drizzle,1/21/2021
Ben Tre,32,25,9.6,80,62,Drizzle,1/22/2021
Ben Tre,32,24,0.8,76,42,Rain,1/23/2021
Ben Tre,32,25,6.7,74,42,Drizzle,1/24/2021
Ben Tre,33,25,0.3,71,29,Rain,1/25/2021
Ben Tre,33,24,2.7,72,30,Rain,1/26/2021
Ben Tre,33,25,2.7,72,30,Rain,1/27/2021
Ben Tre,32,25,4.4,78,52,Rain,1/28/2021
Ben Tre,33,25,0.5,75,43,Rain,1/29/2021
Ben Tre,34,25,1.4,75,43,Rain,1/30/2021
Ben Tre,33,25,1.8,71,33,Rain,1/31/2021
Ben Tre,34,25,0.4,66,29,Rain,2/1/2021
Ben Tre,32,24,0.0,65,36,Sunny,2/2/2021
Ben Tre,34,24,0.0,63,25,Sunny,2/3/2021
Ben Tre,34,24,0.0,59,6,Sunny,2/4/2021
Ben Tre,33,24,0.0,59,8,Sunny,2/5/2021
Ben Tre,32,22,0.0,58,10,Sunny,2/6/2021
Ben Tre,31,24,0.0,64,7,Sunny,2/7/2021
Ben Tre,32,22,0.0,65,8,Sunny,2/8/2021
Ben Tre,34,22,0.0,69,4,Sunny,2/9/2021
Ben Tre,31,22,0.0,74,31,Sunny,2/10/2021
Ben Tre,31,22,0.1,72,48,Rain,2/11/2021
Ben Tre,35,23,0.0,62,12,Sunny,2/12/2021
Ben Tre,34,23,0.0,59,22,Sunny,2/13/2021
Ben Tre,36,23,0.0,62,11,Sunny,2/14/2021
Ben Tre,36,23,0.0,67,15,Sunny,2/15/2021
Ben Tre,37,23,0.0,72,28,Sunny,2/16/2021
Ben Tre,33,24,0.0,70,19,Sunny,2/17/2021
Ben Tre,32,25,2.8,71,47,Rain,2/18/2021
Ben Tre,33,26,0.0,66,13,Sunny,2/19/2021
Ben Tre,34,25,0.0,64,13,Sunny,2/20/2021
Ben Tre,34,24,0.0,68,21,Sunny,2/21/2021
Ben Tre,35,25,0.0,64,24,Sunny,2/22/2021
Ben Tre,35,26,0.0,60,18,Sunny,2/23/2021
Ben Tre,36,26,0.0,56,3,Sunny,2/24/2021
Ben Tre,36,25,0.0,61,14,Sunny,2/25/2021
Ben Tre,36,25,0.0,58,9,Sunny,2/26/2021
Ben Tre,34,25,0.0,60,31,Sunny,2/27/2021
Ben Tre,36,26,0.0,61,34,Sunny,2/28/2021
Ben Tre,34,26,1.3,67,47,Rain,3/1/2021
Ben Tre,34,25,0.1,71,33,Rain,3/2/2021
Ben Tre,34,25,0.0,71,28,Sunny,3/3/2021
Ben Tre,36,25,0.0,68,22,Sunny,3/4/2021
Ben Tre,35,26,0.0,68,28,Sunny,3/5/2021
Ben Tre,36,25,0.0,66,14,Sunny,3/6/2021
Ben Tre,36,27,0.0,60,6,Sunny,3/7/2021
Ben Tre,36,26,0.0,60,10,Sunny,3/8/2021
Ben Tre,36,26,0.0,56,12,Sunny,3/9/2021
Ben Tre,36,26,0.0,54,17,Sunny,3/10/2021
Ben Tre,36,26,0.0,54,11,Sunny,3/11/2021
Ben Tre,37,25,0.0,56,14,Sunny,3/12/2021
Ben Tre,36,26,0.0,59,30,Sunny,3/13/2021
Ben Tre,34,25,0.0,68,34,Sunny,3/14/2021
Ben Tre,34,25,1.5,70,46,Rain,3/15/2021
Ben Tre,34,25,9.4,70,34,Drizzle,3/16/2021
Ben Tre,34,26,0.2,66,24,Rain,3/17/2021
Ben Tre,35,26,0.0,64,14,Sunny,3/18/2021
Ben Tre,36,26,0.0,67,25,Sunny,3/19/2021
Ben Tre,36,26,0.0,68,23,Sunny,3/20/2021
Ben Tre,34,26,0.6,67,37,Rain,3/21/2021
Ben Tre,33,26,10.0,69,49,Drizzle,3/22/2021
Ben Tre,34,25,0.0,60,35,Sunny,3/23/2021
Ben Tre,36,25,0.0,56,10,Sunny,3/24/2021
Ben Tre,35,26,0.0,62,22,Sunny,3/25/2021
Ben Tre,36,26,0.0,61,17,Sunny,3/26/2021
