province,avg_salinity,date_start,day_end
Soc Trang,15.3,2/21/2022,2/27/2022
Soc Trang,15.9,2/28/2022,3/6/2022
Soc Trang,13.65,3/7/2022,3/13/2022
Soc Trang,14.78,3/14/2022,3/20/2022
Soc Trang,15.76,3/21/2022,3/27/2022
Soc Trang,13.8,3/28/2022,4/3/2022
Soc Trang,13.54,4/4/2022,4/10/2022
Soc Trang,12.32,4/11/2022,4/17/2022
Soc Trang,11.23,4/18/2022,4/24/2022
Soc Trang,10.76,4/25/2022,5/1/2022
Soc Trang,10.13,5/2/2022,5/8/2022
Soc Trang,10.02,5/9/2022,5/15/2022
Soc Trang,9.56,5/16/2022,5/22/2022
Soc Trang,8.78,5/23/2022,5/29/2022
Soc Trang,7.23,5/30/2022,6/5/2022
Soc Trang,10.23,6/6/2022,6/12/2022
Soc Trang,7.23,6/13/2022,6/19/2022
Soc Trang,6.5,6/20/2022,6/26/2022
Soc Trang,7.65,6/27/2022,7/3/2022
Soc Trang,7.56,7/4/2022,7/10/2022
Soc Trang,6.12,7/11/2022,7/17/2022
Soc Trang,5.28,7/18/2022,7/24/2022
Soc Trang,4.23,7/25/2022,7/31/2022
Soc Trang,5.235,8/1/2022,8/7/2022
Soc Trang,3.48,8/8/2022,8/14/2022
Soc Trang,3.56,8/15/2022,8/21/2022
Soc Trang,2.89,8/22/2022,8/28/2022
Soc Trang,3.23,8/29/2022,9/4/2022
Soc Trang,2.98,9/5/2022,9/11/2022
Soc Trang,2.78,9/12/2022,9/18/2022
Soc Trang,1.63,9/19/2022,9/25/2022
Soc Trang,1.33,9/26/2022,10/2/2022
Soc Trang,1.23,10/3/2022,10/9/2022
Soc Trang,0.23,10/10/2022,10/16/2022
Soc Trang,0.78,10/17/2022,10/23/2022
Soc Trang,0.57,10/24/2022,10/30/2022
Soc Trang,0.78,10/31/2022,11/6/2022
Soc Trang,1.23,11/7/2022,11/13/2022
Soc Trang,2.898,11/14/2022,11/20/2022
Soc Trang,3.26,11/21/2022,11/27/2022
Soc Trang,4.88,11/28/2022,12/4/2022
Soc Trang,4.78,12/5/2022,12/11/2022
Soc Trang,5.23,12/12/2022,12/18/2022
Soc Trang,5.96,12/19/2022,12/25/2022
Soc Trang,5.44,12/26/2022,1/1/2023
Soc Trang,7.53,1/2/2023,1/8/2023
Soc Trang,11.25,1/9/2023,1/15/2023
Soc Trang,10.26,1/16/2023,1/22/2023
Soc Trang,11.59,1/23/2023,1/29/2023
Soc Trang,11.51,1/30/2023,2/5/2023
Soc Trang,12.92,2/6/2023,2/12/2023
Soc Trang,13.99,2/13/2023,2/19/2023
Soc Trang,15.82,2/20/2023,2/26/2023
Soc Trang,16.21,2/27/2023,3/5/2023
Soc Trang,13.82,3/6/2023,3/12/2023
Soc Trang,14.94,3/13/2023,3/19/2023
Soc Trang,16.06,3/20/2023,3/26/2023
Soc Trang,13.92,3/27/2023,4/2/2023
Soc Trang,13.52,4/3/2023,4/9/2023
Soc Trang,12.9,4/10/2023,4/16/2023
Soc Trang,11.76,4/17/2023,4/23/2023
Soc Trang,9.97,4/24/2023,4/30/2023
Soc Trang,9.62,5/1/2023,5/7/2023
Soc Trang,10.75,5/8/2023,5/14/2023
Soc Trang,8.81,5/15/2023,5/21/2023
Soc Trang,9.31,5/22/2023,5/28/2023
Soc Trang,6.45,5/29/2023,6/4/2023
Soc Trang,10.5,6/5/2023,6/11/2023
Soc Trang,7.58,6/12/2023,6/18/2023
Soc Trang,7.24,6/19/2023,6/25/2023
Soc Trang,6.95,6/26/2023,7/2/2023
Soc Trang,8.03,7/3/2023,7/9/2023
Soc Trang,5.91,7/10/2023,7/16/2023
Soc Trang,5.57,7/17/2023,7/23/2023
Soc Trang,4.25,7/24/2023,7/30/2023
Soc Trang,5.745,7/31/2023,8/6/2023
Soc Trang,3.73,8/7/2023,8/13/2023
Soc Trang,3.78,8/14/2023,8/20/2023
Soc Trang,3.61,8/21/2023,8/27/2023
Soc Trang,3.11,8/28/2023,9/3/2023
Soc Trang,2.48,9/4/2023,9/10/2023
Soc Trang,2.91,9/11/2023,9/17/2023
Soc Trang,1.68,9/18/2023,9/24/2023
Soc Trang,1.72,9/25/2023,10/1/2023
Soc Trang,1.8,10/2/2023,10/8/2023
Soc Trang,0.08,10/9/2023,10/15/2023
Soc Trang,0.95,10/16/2023,10/22/2023
Soc Trang,0.22,10/23/2023,10/29/2023
Soc Trang,0.09,10/30/2023,11/5/2023
Soc Trang,0.92,11/6/2023,11/12/2023
Soc Trang,2.988,11/13/2023,11/19/2023
Soc Trang,3.55,11/20/2023,11/26/2023
Soc Trang,4.38,11/27/2023,12/3/2023
Soc Trang,4.96,12/4/2023,12/10/2023
Soc Trang,4.5,12/11/2023,12/17/2023
Soc Trang,5.63,12/18/2023,12/24/2023
Soc Trang,5.47,12/25/2023,12/31/2023
Soc Trang,6.21,1/1/2024,1/7/2024
Soc Trang,10.98,1/8/2024,1/14/2024
Soc Trang,11.26,1/15/2024,1/21/2024
Soc Trang,12.69,1/22/2024,1/28/2024
Soc Trang,12,1/29/2024,2/4/2024
Soc Trang,13.29,2/5/2024,2/11/2024
Soc Trang,14.57,2/12/2024,2/18/2024
Soc Trang,14.93,2/19/2024,2/25/2024
Soc Trang,16.62,2/26/2024,3/3/2024
Soc Trang,14.01,3/4/2024,3/10/2024
Soc Trang,14.22,3/11/2024,3/17/2024
Soc Trang,16.49,3/18/2024,3/24/2024
Soc Trang,13.07,3/25/2024,3/31/2024
Soc Trang,12.82,4/1/2024,4/7/2024
Soc Trang,12.85,4/8/2024,4/14/2024
Soc Trang,11.68,4/15/2024,4/21/2024
Soc Trang,10.36,4/22/2024,4/28/2024
Soc Trang,10.68,4/29/2024,5/5/2024
Soc Trang,10.17,5/6/2024,5/12/2024
Soc Trang,9.33,5/13/2024,5/19/2024
Soc Trang,8.57,5/20/2024,5/26/2024
Soc Trang,7.51,5/27/2024,6/2/2024
Soc Trang,10.26,6/3/2024,6/9/2024
Soc Trang,7.85,6/10/2024,6/16/2024
Soc Trang,6.17,6/17/2024,6/23/2024
Soc Trang,8.12,6/24/2024,6/30/2024
Soc Trang,7,7/1/2024,7/7/2024
Soc Trang,6.19,7/8/2024,7/14/2024
Soc Trang,4.85,7/15/2024,7/21/2024
Soc Trang,4.76,7/22/2024,7/28/2024
Soc Trang,5.305,7/29/2024,8/4/2024
Soc Trang,3.56,8/5/2024,8/11/2024
Soc Trang,3.01,8/12/2024,8/18/2024
Soc Trang,3.16,8/19/2024,8/25/2024
Soc Trang,3.33,8/26/2024,9/1/2024
Soc Trang,3.72,9/2/2024,9/8/2024
Soc Trang,2.07,9/9/2024,9/15/2024
Soc Trang,1.18,9/16/2024,9/22/2024
Soc Trang,1.19,9/23/2024,9/29/2024
Soc Trang,1.88,9/30/2024,10/6/2024
Soc Trang,0.84,10/7/2024,10/13/2024
Soc Trang,0.32,10/14/2024,10/20/2024
Soc Trang,1.16,10/21/2024,10/27/2024
Soc Trang,1.17,10/28/2024,11/3/2024
Soc Trang,0.72,11/4/2024,11/10/2024
Soc Trang,3.478,11/11/2024,11/17/2024
Soc Trang,3.93,11/18/2024,11/24/2024
Soc Trang,4.75,11/25/2024,12/1/2024
Soc Trang,4.41,12/2/2024,12/8/2024
Soc Trang,4.73,12/9/2024,12/15/2024
Soc Trang,6.64,12/16/2024,12/22/2024
Soc Trang,6.04,12/23/2024,12/29/2024
Soc Trang,6.85,12/30/2024,1/5/2025
Soc Trang,11.03,1/6/2025,1/12/2025
Soc Trang,10.1,1/13/2025,1/19/2025
Soc Trang,12.61,1/20/2025,1/26/2025
Soc Trang,11.65,1/27/2025,2/2/2025
Soc Trang,13.9,2/3/2025,2/9/2025
Soc Trang,14.95,2/10/2025,2/16/2025
Soc Trang,15.12,2/17/2025,2/23/2025
Soc Trang,15.54,2/24/2025,3/2/2025
Soc Trang,13.02,3/3/2025,3/9/2025
Soc Trang,15.17,3/10/2025,3/16/2025
Soc Trang,15.16,3/17/2025,3/23/2025
Soc Trang,13.4,3/24/2025,3/30/2025
Soc Trang,13.24,3/31/2025,4/6/2025
