province,avg_salinity,date_start,day_end
Dong Thap,0.4,1/2/2023,1/8/2023
Dong Thap,0.4,1/9/2023,1/15/2023
Dong Thap,1,1/16/2023,1/22/2023
Dong Thap,1,1/23/2023,1/29/2023
Dong Thap,0.9,1/30/2023,2/5/2023
Dong Thap,0.2,2/6/2023,2/12/2023
Dong Thap,0.6,2/13/2023,2/19/2023
Dong Thap,0.3,2/20/2023,2/26/2023
Dong Thap,0.6,2/27/2023,3/5/2023
Dong Thap,0.6,3/6/2023,3/12/2023
Dong Thap,0.7,3/13/2023,3/19/2023
Dong Thap,0.3,3/20/2023,3/26/2023
Dong Thap,0.7,3/27/2023,4/2/2023
Dong Thap,0.2,4/3/2023,4/9/2023
Dong Thap,0.8,4/10/2023,4/16/2023
Dong Thap,0.3,4/17/2023,4/23/2023
Dong Thap,0.7,4/24/2023,4/30/2023
Dong Thap,0.2,5/1/2023,5/7/2023
Dong Thap,0.5,5/8/2023,5/14/2023
Dong Thap,0.1,5/15/2023,5/21/2023
Dong Thap,0.8,5/22/2023,5/28/2023
Dong Thap,0.4,5/29/2023,6/4/2023
Dong Thap,0.3,6/5/2023,6/11/2023
Dong Thap,0.2,6/12/2023,6/18/2023
Dong Thap,0.3,6/19/2023,6/25/2023
Dong Thap,0.5,6/26/2023,7/2/2023
Dong Thap,0.3,7/3/2023,7/9/2023
Dong Thap,0.9,7/10/2023,7/16/2023
Dong Thap,0.7,7/17/2023,7/23/2023
Dong Thap,0.7,7/24/2023,7/30/2023
Dong Thap,0.7,7/31/2023,8/6/2023
Dong Thap,0.6,8/7/2023,8/13/2023
Dong Thap,0.8,8/14/2023,8/20/2023
Dong Thap,0.3,8/21/2023,8/27/2023
Dong Thap,0.1,8/28/2023,9/3/2023
Dong Thap,0.3,9/4/2023,9/10/2023
Dong Thap,0.9,9/11/2023,9/17/2023
Dong Thap,0.8,9/18/2023,9/24/2023
Dong Thap,0.5,9/25/2023,10/1/2023
Dong Thap,0.3,10/2/2023,10/8/2023
Dong Thap,0.2,10/9/2023,10/15/2023
Dong Thap,0.8,10/16/2023,10/22/2023
Dong Thap,0.9,10/23/2023,10/29/2023
Dong Thap,0.7,10/30/2023,11/5/2023
Dong Thap,0,11/6/2023,11/12/2023
Dong Thap,0.2,11/13/2023,11/19/2023
Dong Thap,0.9,11/20/2023,11/26/2023
Dong Thap,0,11/27/2023,12/3/2023
Dong Thap,0.9,12/4/2023,12/10/2023
Dong Thap,0.9,12/11/2023,12/17/2023
Dong Thap,0.9,12/18/2023,12/24/2023
Dong Thap,0.1,12/25/2023,12/31/2023
Dong Thap,0.6,1/1/2024,1/7/2024
Dong Thap,0.6,1/8/2024,1/14/2024
Dong Thap,0.1,1/15/2024,1/21/2024
Dong Thap,1,1/22/2024,1/28/2024
Dong Thap,0,1/29/2024,2/4/2024
Dong Thap,0.1,2/5/2024,2/11/2024
Dong Thap,0.3,2/12/2024,2/18/2024
Dong Thap,0.3,2/19/2024,2/25/2024
Dong Thap,0.6,2/26/2024,3/3/2024
Dong Thap,0.6,3/4/2024,3/10/2024
Dong Thap,0.9,3/11/2024,3/17/2024
Dong Thap,0.4,3/18/2024,3/24/2024
Dong Thap,0.5,3/25/2024,3/31/2024
Dong Thap,0,4/1/2024,4/7/2024
Dong Thap,0.9,4/8/2024,4/14/2024
Dong Thap,0.9,4/15/2024,4/21/2024
Dong Thap,0.9,4/22/2024,4/28/2024
Dong Thap,0.7,4/29/2024,5/5/2024
Dong Thap,0.2,5/6/2024,5/12/2024
Dong Thap,0.3,5/13/2024,5/19/2024
Dong Thap,0.7,5/20/2024,5/26/2024
Dong Thap,0.5,5/27/2024,6/2/2024
Dong Thap,0.9,6/3/2024,6/9/2024
Dong Thap,0.1,6/10/2024,6/16/2024
Dong Thap,0.9,6/17/2024,6/23/2024
Dong Thap,0.6,6/24/2024,6/30/2024
Dong Thap,0.6,7/1/2024,7/7/2024
Dong Thap,0.3,7/8/2024,7/14/2024
Dong Thap,0.8,7/15/2024,7/21/2024
Dong Thap,0.2,7/22/2024,7/28/2024
Dong Thap,0.1,7/29/2024,8/4/2024
Dong Thap,0.4,8/5/2024,8/11/2024
Dong Thap,0.1,8/12/2024,8/18/2024
Dong Thap,0.4,8/19/2024,8/25/2024
Dong Thap,0.7,8/26/2024,9/1/2024
Dong Thap,0.6,9/2/2024,9/8/2024
Dong Thap,0.4,9/9/2024,9/15/2024
Dong Thap,0.2,9/16/2024,9/22/2024
Dong Thap,0.7,9/23/2024,9/29/2024
Dong Thap,0.9,9/30/2024,10/6/2024
Dong Thap,0.2,10/7/2024,10/13/2024
Dong Thap,0.4,10/14/2024,10/20/2024
Dong Thap,0.9,10/21/2024,10/27/2024
Dong Thap,0.3,10/28/2024,11/3/2024
Dong Thap,0.8,11/4/2024,11/10/2024
Dong Thap,0.9,11/11/2024,11/17/2024
Dong Thap,0.5,11/18/2024,11/24/2024
Dong Thap,0.7,11/25/2024,12/1/2024
Dong Thap,0.8,12/2/2024,12/8/2024
Dong Thap,0.9,12/9/2024,12/15/2024
Dong Thap,0.2,12/16/2024,12/22/2024
Dong Thap,0.2,12/23/2024,12/29/2024
Dong Thap,0.3,12/30/2024,1/5/2025
Dong Thap,0.2,1/6/2025,1/12/2025
Dong Thap,0.1,1/13/2025,1/19/2025
Dong Thap,0.1,1/20/2025,1/26/2025
Dong Thap,0.8,1/27/2025,2/2/2025
Dong Thap,1,2/3/2025,2/9/2025
Dong Thap,0.5,2/10/2025,2/16/2025
Dong Thap,0.8,2/17/2025,2/23/2025
Dong Thap,0.4,2/24/2025,3/2/2025
Dong Thap,0.6,3/3/2025,3/9/2025
Dong Thap,0.1,3/10/2025,3/16/2025
Dong Thap,0.4,3/17/2025,3/23/2025
Dong Thap,0.1,3/24/2025,3/30/2025
Dong Thap,0.9,3/31/2025,4/6/2025
