province,avg_salinity,date_start,day_end
Kien Giang,2.1,10/11/2021,10/17/2021
Kien Giang,0.38,10/18/2021,10/24/2021
Kien Giang,0.59,10/25/2021,10/31/2021
Kien Giang,1.32,11/1/2021,11/7/2021
Kien Giang,0.4,11/8/2021,11/14/2021
Kien Giang,1.92,11/15/2021,11/21/2021
Kien Giang,1.54,11/22/2021,11/28/2021
Kien Giang,3.09,11/29/2021,12/5/2021
Kien Giang,2.94,12/6/2021,12/12/2021
Kien Giang,5.36,12/13/2021,12/19/2021
Kien Giang,4.58,12/20/2021,12/26/2021
Kien Giang,4.55,12/27/2021,1/2/2022
Kien Giang,5.7,1/3/2022,1/9/2022
Kien Giang,5.7,1/10/2022,1/16/2022
Kien Giang,4.6,1/17/2022,1/23/2022
Kien Giang,5.8,1/24/2022,1/30/2022
Kien Giang,6.2,1/31/2022,2/6/2022
Kien Giang,7.23,2/7/2022,2/13/2022
Kien Giang,7.89,2/14/2022,2/20/2022
Kien Giang,8.56,2/21/2022,2/27/2022
Kien Giang,8.76,2/28/2022,3/6/2022
Kien Giang,8.45,3/7/2022,3/13/2022
Kien Giang,8.56,3/14/2022,3/20/2022
Kien Giang,8.23,3/21/2022,3/27/2022
Kien Giang,8.46,3/28/2022,4/3/2022
Kien Giang,7.53,4/4/2022,4/10/2022
Kien Giang,6.78,4/11/2022,4/17/2022
Kien Giang,4.61,4/18/2022,4/24/2022
Kien Giang,4.25,4/25/2022,5/1/2022
Kien Giang,4.1,5/2/2022,5/8/2022
Kien Giang,3.98,5/9/2022,5/15/2022
Kien Giang,3.54,5/16/2022,5/22/2022
Kien Giang,2.91,5/23/2022,5/29/2022
Kien Giang,2.3,5/30/2022,6/5/2022
Kien Giang,0.88,6/6/2022,6/12/2022
Kien Giang,0.3,6/13/2022,6/19/2022
Kien Giang,0.25,6/20/2022,6/26/2022
Kien Giang,0.11,6/27/2022,7/3/2022
Kien Giang,0.05,7/4/2022,7/10/2022
Kien Giang,0.85,7/11/2022,7/17/2022
Kien Giang,0.08,7/18/2022,7/24/2022
Kien Giang,0.72,7/25/2022,7/31/2022
Kien Giang,0.97,8/1/2022,8/7/2022
Kien Giang,0.23,8/8/2022,8/14/2022
Kien Giang,0.95,8/15/2022,8/21/2022
Kien Giang,0.03,8/22/2022,8/28/2022
Kien Giang,0.58,8/29/2022,9/4/2022
Kien Giang,0.77,9/5/2022,9/11/2022
Kien Giang,0.73,9/12/2022,9/18/2022
Kien Giang,0.12,9/19/2022,9/25/2022
Kien Giang,0.57,9/26/2022,10/2/2022
Kien Giang,0.56,10/3/2022,10/9/2022
Kien Giang,0.94,10/10/2022,10/16/2022
Kien Giang,0.44,10/17/2022,10/23/2022
Kien Giang,0.57,10/24/2022,10/30/2022
Kien Giang,0.98,10/31/2022,11/6/2022
Kien Giang,0.78,11/7/2022,11/13/2022
Kien Giang,1.2,11/14/2022,11/20/2022
Kien Giang,1.63,11/21/2022,11/27/2022
Kien Giang,2.78,11/28/2022,12/4/2022
Kien Giang,3.68,12/5/2022,12/11/2022
Kien Giang,4.23,12/12/2022,12/18/2022
Kien Giang,4.89,12/19/2022,12/25/2022
Kien Giang,5.2,12/26/2022,1/1/2023
Kien Giang,5.39,1/2/2023,1/8/2023
Kien Giang,6.18,1/9/2023,1/15/2023
Kien Giang,6.04,1/16/2023,1/22/2023
Kien Giang,4.47,1/23/2023,1/29/2023
Kien Giang,6.54,1/30/2023,2/5/2023
Kien Giang,8.22,2/6/2023,2/12/2023
Kien Giang,7.56,2/13/2023,2/19/2023
Kien Giang,7.33,2/20/2023,2/26/2023
Kien Giang,8.04,2/27/2023,3/5/2023
Kien Giang,9.8,3/6/2023,3/12/2023
Kien Giang,7.62,3/13/2023,3/19/2023
Kien Giang,7.6,3/20/2023,3/26/2023
Kien Giang,8.77,3/27/2023,4/2/2023
Kien Giang,6.78,4/3/2023,4/9/2023
Kien Giang,5.97,4/10/2023,4/16/2023
Kien Giang,5.52,4/17/2023,4/23/2023
Kien Giang,5.21,4/24/2023,4/30/2023
Kien Giang,4.12,5/1/2023,5/7/2023
Kien Giang,4.8,5/8/2023,5/14/2023
Kien Giang,2.12,5/15/2023,5/21/2023
Kien Giang,2.14,5/22/2023,5/28/2023
Kien Giang,3.02,5/29/2023,6/4/2023
Kien Giang,1.46,6/5/2023,6/11/2023
Kien Giang,0.02,6/12/2023,6/18/2023
Kien Giang,0.45,6/19/2023,6/25/2023
Kien Giang,1.18,6/26/2023,7/2/2023
Kien Giang,1.4,7/3/2023,7/9/2023
Kien Giang,0.76,7/10/2023,7/16/2023
Kien Giang,0.48,7/17/2023,7/23/2023
Kien Giang,0.13,7/24/2023,7/30/2023
Kien Giang,1.72,7/31/2023,8/6/2023
Kien Giang,0.94,8/7/2023,8/13/2023
Kien Giang,1.72,8/14/2023,8/20/2023
Kien Giang,0.02,8/21/2023,8/27/2023
Kien Giang,1.5,8/28/2023,9/3/2023
Kien Giang,1.2,9/4/2023,9/10/2023
Kien Giang,0.03,9/11/2023,9/17/2023
Kien Giang,0.48,9/18/2023,9/24/2023
Kien Giang,1.93,9/25/2023,10/1/2023
Kien Giang,0.96,10/2/2023,10/8/2023
Kien Giang,0.25,10/9/2023,10/15/2023
Kien Giang,0.34,10/16/2023,10/22/2023
Kien Giang,0.46,10/23/2023,10/29/2023
Kien Giang,0.22,10/30/2023,11/5/2023
Kien Giang,0.62,11/6/2023,11/12/2023
Kien Giang,0.92,11/13/2023,11/19/2023
Kien Giang,2.83,11/20/2023,11/26/2023
Kien Giang,4.16,11/27/2023,12/3/2023
Kien Giang,4.76,12/4/2023,12/10/2023
Kien Giang,4.42,12/11/2023,12/17/2023
Kien Giang,5.89,12/18/2023,12/24/2023
Kien Giang,4.41,12/25/2023,12/31/2023
Kien Giang,4.7,1/1/2024,1/7/2024
Kien Giang,4.5,1/8/2024,1/14/2024
Kien Giang,5.86,1/15/2024,1/21/2024
Kien Giang,7,1/22/2024,1/28/2024
Kien Giang,6.43,1/29/2024,2/4/2024
Kien Giang,6.58,2/5/2024,2/11/2024
Kien Giang,7.52,2/12/2024,2/18/2024
Kien Giang,8.86,2/19/2024,2/25/2024
Kien Giang,7.8,2/26/2024,3/3/2024
Kien Giang,7.12,3/4/2024,3/10/2024
Kien Giang,7.42,3/11/2024,3/17/2024
Kien Giang,7.49,3/18/2024,3/24/2024
Kien Giang,7.98,3/25/2024,3/31/2024
Kien Giang,7.64,4/1/2024,4/7/2024
Kien Giang,5.3,4/8/2024,4/14/2024
Kien Giang,4.01,4/15/2024,4/21/2024
Kien Giang,5.73,4/22/2024,4/28/2024
Kien Giang,2.97,4/29/2024,5/5/2024
Kien Giang,4.62,5/6/2024,5/12/2024
Kien Giang,2.39,5/13/2024,5/19/2024
Kien Giang,2.48,5/20/2024,5/26/2024
Kien Giang,0.94,5/27/2024,6/2/2024
Kien Giang,0.31,6/3/2024,6/9/2024
Kien Giang,0.95,6/10/2024,6/16/2024
Kien Giang,0.02,6/17/2024,6/23/2024
Kien Giang,0.05,6/24/2024,6/30/2024
Kien Giang,0.27,7/1/2024,7/7/2024
Kien Giang,0.25,7/8/2024,7/14/2024
Kien Giang,0.21,7/15/2024,7/21/2024
Kien Giang,2.15,7/22/2024,7/28/2024
Kien Giang,2.31,7/29/2024,8/4/2024
Kien Giang,1.03,8/5/2024,8/11/2024
Kien Giang,1.57,8/12/2024,8/18/2024
Kien Giang,0.77,8/19/2024,8/25/2024
Kien Giang,0.12,8/26/2024,9/1/2024
Kien Giang,0.15,9/2/2024,9/8/2024
Kien Giang,0.87,9/9/2024,9/15/2024
Kien Giang,1.6,9/16/2024,9/22/2024
Kien Giang,2.06,9/23/2024,9/29/2024
Kien Giang,0.08,9/30/2024,10/6/2024
Kien Giang,1.55,10/7/2024,10/13/2024
Kien Giang,1.42,10/14/2024,10/20/2024
Kien Giang,0.67,10/21/2024,10/27/2024
Kien Giang,1.86,10/28/2024,11/3/2024
Kien Giang,1.99,11/4/2024,11/10/2024
Kien Giang,1.05,11/11/2024,11/17/2024
Kien Giang,1.7,11/18/2024,11/24/2024
Kien Giang,2.11,11/25/2024,12/1/2024
Kien Giang,2.63,12/2/2024,12/8/2024
Kien Giang,3.08,12/9/2024,12/15/2024
Kien Giang,4.48,12/16/2024,12/22/2024
Kien Giang,4.78,12/23/2024,12/29/2024
Kien Giang,6.13,12/30/2024,1/5/2025
Kien Giang,6.57,1/6/2025,1/12/2025
Kien Giang,4.73,1/13/2025,1/19/2025
Kien Giang,5.46,1/20/2025,1/26/2025
Kien Giang,5.3,1/27/2025,2/2/2025
Kien Giang,5.99,2/3/2025,2/9/2025
Kien Giang,7.46,2/10/2025,2/16/2025
Kien Giang,10.05,2/17/2025,2/23/2025
Kien Giang,9.31,2/24/2025,3/2/2025
Kien Giang,8.26,3/3/2025,3/9/2025
Kien Giang,8.82,3/10/2025,3/16/2025
Kien Giang,6.77,3/17/2025,3/23/2025
Kien Giang,8.95,3/24/2025,3/30/2025
Kien Giang,7.6,3/31/2025,4/6/2025
