province,avg_salinity,date_start,day_end
Long An,4,4/25/2022,5/1/2022
Long An,3.89,5/2/2022,5/8/2022
Long An,3.56,5/9/2022,5/15/2022
Long An,3.37,5/16/2022,5/22/2022
Long An,2.98,5/23/2022,5/29/2022
Long An,2.78,5/30/2022,6/5/2022
Long An,1.5,6/6/2022,6/12/2022
Long An,0.8,6/13/2022,6/19/2022
Long An,1.6,6/20/2022,6/26/2022
Long An,0.8,6/27/2022,7/3/2022
Long An,0.9,7/4/2022,7/10/2022
Long An,1.08,7/11/2022,7/17/2022
Long An,0.92,7/18/2022,7/24/2022
Long An,0.25,7/25/2022,7/31/2022
Long An,1,8/1/2022,8/7/2022
Long An,1.01,8/8/2022,8/14/2022
Long An,0.84,8/15/2022,8/21/2022
Long An,0.24,8/22/2022,8/28/2022
Long An,0.57,8/29/2022,9/4/2022
Long An,0.34,9/5/2022,9/11/2022
Long An,1.05,9/12/2022,9/18/2022
Long An,0.78,9/19/2022,9/25/2022
Long An,0.74,9/26/2022,10/2/2022
Long An,0.51,10/3/2022,10/9/2022
Long An,0.11,10/10/2022,10/16/2022
Long An,0.37,10/17/2022,10/23/2022
Long An,0.61,10/24/2022,10/30/2022
Long An,0.33,10/31/2022,11/6/2022
Long An,0.71,11/7/2022,11/13/2022
Long An,0.44,11/14/2022,11/20/2022
Long An,0.44,11/21/2022,11/27/2022
Long An,0.27,11/28/2022,12/4/2022
Long An,1.56,12/5/2022,12/11/2022
Long An,1.98,12/12/2022,12/18/2022
Long An,2.89,12/19/2022,12/25/2022
Long An,3.52,12/26/2022,1/1/2023
Long An,2.84,1/2/2023,1/8/2023
Long An,4.83,1/9/2023,1/15/2023
Long An,4.92,1/16/2023,1/22/2023
Long An,5.53,1/23/2023,1/29/2023
Long An,6.65,1/30/2023,2/5/2023
Long An,7.7,2/6/2023,2/12/2023
Long An,7.57,2/13/2023,2/19/2023
Long An,6.47,2/20/2023,2/26/2023
Long An,6.41,2/27/2023,3/5/2023
Long An,6.61,3/6/2023,3/12/2023
Long An,5.96,3/13/2023,3/19/2023
Long An,5,3/20/2023,3/26/2023
Long An,5.01,3/27/2023,4/2/2023
Long An,7.18,4/3/2023,4/9/2023
Long An,6.15,4/10/2023,4/16/2023
Long An,5.87,4/17/2023,4/23/2023
Long An,4.24,4/24/2023,4/30/2023
Long An,3.75,5/1/2023,5/7/2023
Long An,2.41,5/8/2023,5/14/2023
Long An,3.47,5/15/2023,5/21/2023
Long An,3.39,5/22/2023,5/28/2023
Long An,2.49,5/29/2023,6/4/2023
Long An,2.07,6/5/2023,6/11/2023
Long An,1.29,6/12/2023,6/18/2023
Long An,2.37,6/19/2023,6/25/2023
Long An,0.24,6/26/2023,7/2/2023
Long An,0.27,7/3/2023,7/9/2023
Long An,2.21,7/10/2023,7/16/2023
Long An,0.53,7/17/2023,7/23/2023
Long An,0.02,7/24/2023,7/30/2023
Long An,0.06,7/31/2023,8/6/2023
Long An,0.81,8/7/2023,8/13/2023
Long An,0.58,8/14/2023,8/20/2023
Long An,0.36,8/21/2023,8/27/2023
Long An,0.19,8/28/2023,9/3/2023
Long An,0.04,9/4/2023,9/10/2023
Long An,0.02,9/11/2023,9/17/2023
Long An,0.93,9/18/2023,9/24/2023
Long An,1.17,9/25/2023,10/1/2023
Long An,0.21,10/2/2023,10/8/2023
Long An,0.17,10/9/2023,10/15/2023
Long An,0.89,10/16/2023,10/22/2023
Long An,0.47,10/23/2023,10/29/2023
Long An,0.1,10/30/2023,11/5/2023
Long An,1.24,11/6/2023,11/12/2023
Long An,1.05,11/13/2023,11/19/2023
Long An,1.56,11/20/2023,11/26/2023
Long An,0.81,11/27/2023,12/3/2023
Long An,1.31,12/4/2023,12/10/2023
Long An,0.78,12/11/2023,12/17/2023
Long An,3.02,12/18/2023,12/24/2023
Long An,4.07,12/25/2023,12/31/2023
Long An,2.94,1/1/2024,1/7/2024
Long An,4.11,1/8/2024,1/14/2024
Long An,4.27,1/15/2024,1/21/2024
Long An,5.48,1/22/2024,1/28/2024
Long An,6.49,1/29/2024,2/4/2024
Long An,8.16,2/5/2024,2/11/2024
Long An,7.32,2/12/2024,2/18/2024
Long An,5.51,2/19/2024,2/25/2024
Long An,5.93,2/26/2024,3/3/2024
Long An,6.07,3/4/2024,3/10/2024
Long An,6.83,3/11/2024,3/17/2024
Long An,5.94,3/18/2024,3/24/2024
Long An,5.73,3/25/2024,3/31/2024
Long An,6.14,4/1/2024,4/7/2024
Long An,5.28,4/8/2024,4/14/2024
Long An,5.83,4/15/2024,4/21/2024
Long An,3.31,4/22/2024,4/28/2024
Long An,2.71,4/29/2024,5/5/2024
Long An,3.08,5/6/2024,5/12/2024
Long An,2.38,5/13/2024,5/19/2024
Long An,2.83,5/20/2024,5/26/2024
Long An,3.9,5/27/2024,6/2/2024
Long An,0.39,6/3/2024,6/9/2024
Long An,0.36,6/10/2024,6/16/2024
Long An,0.47,6/17/2024,6/23/2024
Long An,0.08,6/24/2024,6/30/2024
Long An,2.06,7/1/2024,7/7/2024
Long An,2.07,7/8/2024,7/14/2024
Long An,1.23,7/15/2024,7/21/2024
Long An,0.11,7/22/2024,7/28/2024
Long An,1.21,7/29/2024,8/4/2024
Long An,0.94,8/5/2024,8/11/2024
Long An,0.34,8/12/2024,8/18/2024
Long An,0.34,8/19/2024,8/25/2024
Long An,0.07,8/26/2024,9/1/2024
Long An,0.36,9/2/2024,9/8/2024
Long An,1.94,9/9/2024,9/15/2024
Long An,0.26,9/16/2024,9/22/2024
Long An,0.11,9/23/2024,9/29/2024
Long An,0.31,9/30/2024,10/6/2024
Long An,0.21,10/7/2024,10/13/2024
Long An,0.47,10/14/2024,10/20/2024
Long An,0.34,10/21/2024,10/27/2024
Long An,0.79,10/28/2024,11/3/2024
Long An,1.36,11/4/2024,11/10/2024
Long An,0.27,11/11/2024,11/17/2024
Long An,0.52,11/18/2024,11/24/2024
Long An,0.95,11/25/2024,12/1/2024
Long An,1.57,12/2/2024,12/8/2024
Long An,2.92,12/9/2024,12/15/2024
Long An,3.11,12/16/2024,12/22/2024
Long An,3.01,12/23/2024,12/29/2024
Long An,4.16,12/30/2024,1/5/2025
Long An,4.11,1/6/2025,1/12/2025
Long An,4.67,1/13/2025,1/19/2025
Long An,6.05,1/20/2025,1/26/2025
Long An,5.97,1/27/2025,2/2/2025
Long An,6.25,2/3/2025,2/9/2025
Long An,6.6,2/10/2025,2/16/2025
Long An,6.02,2/17/2025,2/23/2025
Long An,7.22,2/24/2025,3/2/2025
Long An,6.27,3/3/2025,3/9/2025
Long An,5.61,3/10/2025,3/16/2025
Long An,5.26,3/17/2025,3/23/2025
Long An,6.35,3/24/2025,3/30/2025
Long An,4.89,3/31/2025,4/6/2025
