province,avg_salinity,date_start,day_end
Ho Chi Minh City,3.37,7/31/2023,8/6/2023
Ho Chi Minh City,0.13,8/7/2023,8/13/2023
Ho Chi Minh City,0.32,8/14/2023,8/20/2023
Ho Chi Minh City,3.85,8/21/2023,8/27/2023
Ho Chi Minh City,1.88,8/28/2023,9/3/2023
Ho Chi Minh City,4.94,9/4/2023,9/10/2023
Ho Chi Minh City,0.22,9/11/2023,9/17/2023
Ho Chi Minh City,0.89,9/18/2023,9/24/2023
Ho Chi Minh City,1.37,9/25/2023,10/1/2023
Ho Chi Minh City,1.06,10/2/2023,10/8/2023
Ho Chi Minh City,0.77,10/9/2023,10/15/2023
Ho Chi Minh City,0.25,10/16/2023,10/22/2023
Ho Chi Minh City,0.24,10/23/2023,10/29/2023
Ho Chi Minh City,2.69,10/30/2023,11/5/2023
Ho Chi Minh City,2.55,11/6/2023,11/12/2023
Ho Chi Minh City,0.21,11/13/2023,11/19/2023
Ho Chi Minh City,0.34,11/20/2023,11/26/2023
Ho Chi Minh City,2.55,11/27/2023,12/3/2023
Ho Chi Minh City,0.07,12/4/2023,12/10/2023
Ho Chi Minh City,0.08,12/11/2023,12/17/2023
Ho Chi Minh City,1.18,12/18/2023,12/24/2023
Ho Chi Minh City,5.12,12/25/2023,12/31/2023
Ho Chi Minh City,10,1/1/2024,1/7/2024
Ho Chi Minh City,11.4,1/8/2024,1/14/2024
Ho Chi Minh City,9.44,1/15/2024,1/21/2024
Ho Chi Minh City,10.86,1/22/2024,1/28/2024
Ho Chi Minh City,9.97,1/29/2024,2/4/2024
Ho Chi Minh City,11.64,2/5/2024,2/11/2024
Ho Chi Minh City,14.09,2/12/2024,2/18/2024
Ho Chi Minh City,12.84,2/19/2024,2/25/2024
Ho Chi Minh City,16.09,2/26/2024,3/3/2024
Ho Chi Minh City,13.83,3/4/2024,3/10/2024
Ho Chi Minh City,12.89,3/11/2024,3/17/2024
Ho Chi Minh City,13.97,3/18/2024,3/24/2024
Ho Chi Minh City,11.86,3/25/2024,3/31/2024
Ho Chi Minh City,12.09,4/1/2024,4/7/2024
Ho Chi Minh City,10.1,4/8/2024,4/14/2024
Ho Chi Minh City,10.35,4/15/2024,4/21/2024
Ho Chi Minh City,10.34,4/22/2024,4/28/2024
Ho Chi Minh City,9.5,4/29/2024,5/5/2024
Ho Chi Minh City,7.65,5/6/2024,5/12/2024
Ho Chi Minh City,7.3,5/13/2024,5/19/2024
Ho Chi Minh City,6.45,5/20/2024,5/26/2024
Ho Chi Minh City,8.19,5/27/2024,6/2/2024
Ho Chi Minh City,5.4,6/3/2024,6/9/2024
Ho Chi Minh City,7.73,6/10/2024,6/16/2024
Ho Chi Minh City,5.43,6/17/2024,6/23/2024
Ho Chi Minh City,7.42,6/24/2024,6/30/2024
Ho Chi Minh City,3.77,7/1/2024,7/7/2024
Ho Chi Minh City,7.5,7/8/2024,7/14/2024
Ho Chi Minh City,2.66,7/15/2024,7/21/2024
Ho Chi Minh City,5.01,7/22/2024,7/28/2024
Ho Chi Minh City,1.39,7/29/2024,8/4/2024
Ho Chi Minh City,1.21,8/5/2024,8/11/2024
Ho Chi Minh City,0.2,8/12/2024,8/18/2024
Ho Chi Minh City,3.39,8/19/2024,8/25/2024
Ho Chi Minh City,3.99,8/26/2024,9/1/2024
Ho Chi Minh City,4.66,9/2/2024,9/8/2024
Ho Chi Minh City,0.45,9/9/2024,9/15/2024
Ho Chi Minh City,0.14,9/16/2024,9/22/2024
Ho Chi Minh City,0.19,9/23/2024,9/29/2024
Ho Chi Minh City,0.09,9/30/2024,10/6/2024
Ho Chi Minh City,0.35,10/7/2024,10/13/2024
Ho Chi Minh City,1.38,10/14/2024,10/20/2024
Ho Chi Minh City,0.13,10/21/2024,10/27/2024
Ho Chi Minh City,1.89,10/28/2024,11/3/2024
Ho Chi Minh City,2.29,11/4/2024,11/10/2024
Ho Chi Minh City,0.42,11/11/2024,11/17/2024
Ho Chi Minh City,0.59,11/18/2024,11/24/2024
Ho Chi Minh City,2.1,11/25/2024,12/1/2024
Ho Chi Minh City,0.45,12/2/2024,12/8/2024
Ho Chi Minh City,1.19,12/9/2024,12/15/2024
Ho Chi Minh City,1.58,12/16/2024,12/22/2024
Ho Chi Minh City,4.67,12/23/2024,12/29/2024
Ho Chi Minh City,11.63,12/30/2024,1/5/2025
Ho Chi Minh City,9.75,1/6/2025,1/12/2025
Ho Chi Minh City,10.4,1/13/2025,1/19/2025
Ho Chi Minh City,11.36,1/20/2025,1/26/2025
Ho Chi Minh City,11.94,1/27/2025,2/2/2025
Ho Chi Minh City,10.97,2/3/2025,2/9/2025
Ho Chi Minh City,14.94,2/10/2025,2/16/2025
Ho Chi Minh City,13.43,2/17/2025,2/23/2025
Ho Chi Minh City,15.31,2/24/2025,3/2/2025
Ho Chi Minh City,13.92,3/3/2025,3/9/2025
Ho Chi Minh City,13.53,3/10/2025,3/16/2025
Ho Chi Minh City,14.67,3/17/2025,3/23/2025
Ho Chi Minh City,12.74,3/24/2025,3/30/2025
Ho Chi Minh City,12.35,3/31/2025,4/6/2025
