province,avg_salinity,date_start,day_end
Binh Phuoc,0.31,12/5/2022,12/11/2022
Binh Phuoc,0.2,12/12/2022,12/18/2022
Binh Phuoc,1.22,12/19/2022,12/25/2022
Binh Phuoc,0.04,12/26/2022,1/1/2023
Binh Phuoc,1.97,1/2/2023,1/8/2023
Binh Phuoc,1.81,1/9/2023,1/15/2023
Binh Phuoc,0.97,1/16/2023,1/22/2023
Binh Phuoc,1.12,1/23/2023,1/29/2023
Binh Phuoc,0.2,1/30/2023,2/5/2023
Binh Phuoc,1.64,2/6/2023,2/12/2023
Binh Phuoc,1.27,2/13/2023,2/19/2023
Binh Phuoc,0.4,2/20/2023,2/26/2023
Binh Phuoc,1.53,2/27/2023,3/5/2023
Binh Phuoc,1.76,3/6/2023,3/12/2023
Binh Phuoc,0.58,3/13/2023,3/19/2023
Binh Phuoc,1.18,3/20/2023,3/26/2023
Binh Phuoc,0.01,3/27/2023,4/2/2023
Binh Phuoc,1.78,4/3/2023,4/9/2023
Binh Phuoc,0.64,4/10/2023,4/16/2023
Binh Phuoc,0.99,4/17/2023,4/23/2023
Binh Phuoc,0.1,4/24/2023,4/30/2023
Binh Phuoc,1.68,5/1/2023,5/7/2023
Binh Phuoc,0.04,5/8/2023,5/14/2023
Binh Phuoc,1.14,5/15/2023,5/21/2023
Binh Phuoc,0.02,5/22/2023,5/28/2023
Binh Phuoc,0.96,5/29/2023,6/4/2023
Binh Phuoc,1.46,6/5/2023,6/11/2023
Binh Phuoc,1.31,6/12/2023,6/18/2023
Binh Phuoc,1.46,6/19/2023,6/25/2023
Binh Phuoc,1.92,6/26/2023,7/2/2023
Binh Phuoc,1.04,7/3/2023,7/9/2023
Binh Phuoc,0.53,7/10/2023,7/16/2023
Binh Phuoc,1.16,7/17/2023,7/23/2023
Binh Phuoc,1.26,7/24/2023,7/30/2023
Binh Phuoc,1.97,7/31/2023,8/6/2023
Binh Phuoc,1.16,8/7/2023,8/13/2023
Binh Phuoc,1.18,8/14/2023,8/20/2023
Binh Phuoc,0.52,8/21/2023,8/27/2023
Binh Phuoc,0.91,8/28/2023,9/3/2023
Binh Phuoc,1.96,9/4/2023,9/10/2023
Binh Phuoc,1.85,9/11/2023,9/17/2023
Binh Phuoc,0.31,9/18/2023,9/24/2023
Binh Phuoc,1.15,9/25/2023,10/1/2023
Binh Phuoc,1.96,10/2/2023,10/8/2023
Binh Phuoc,1.86,10/9/2023,10/15/2023
Binh Phuoc,1.89,10/16/2023,10/22/2023
Binh Phuoc,1.45,10/23/2023,10/29/2023
Binh Phuoc,0.88,10/30/2023,11/5/2023
Binh Phuoc,0.98,11/6/2023,11/12/2023
Binh Phuoc,1.17,11/13/2023,11/19/2023
Binh Phuoc,1.79,11/20/2023,11/26/2023
Binh Phuoc,0.84,11/27/2023,12/3/2023
Binh Phuoc,0.98,12/4/2023,12/10/2023
Binh Phuoc,1.91,12/11/2023,12/17/2023
Binh Phuoc,1.18,12/18/2023,12/24/2023
Binh Phuoc,0.81,12/25/2023,12/31/2023
Binh Phuoc,1.45,1/1/2024,1/7/2024
Binh Phuoc,0.51,1/8/2024,1/14/2024
Binh Phuoc,1.9,1/15/2024,1/21/2024
Binh Phuoc,1.62,1/22/2024,1/28/2024
Binh Phuoc,0.95,1/29/2024,2/4/2024
Binh Phuoc,0.48,2/5/2024,2/11/2024
Binh Phuoc,0.98,2/12/2024,2/18/2024
Binh Phuoc,1.02,2/19/2024,2/25/2024
Binh Phuoc,0.8,2/26/2024,3/3/2024
Binh Phuoc,0.92,3/4/2024,3/10/2024
Binh Phuoc,0.67,3/11/2024,3/17/2024
Binh Phuoc,0.92,3/18/2024,3/24/2024
Binh Phuoc,1.9,3/25/2024,3/31/2024
Binh Phuoc,0.3,4/1/2024,4/7/2024
Binh Phuoc,0.08,4/8/2024,4/14/2024
Binh Phuoc,1,4/15/2024,4/21/2024
Binh Phuoc,0.25,4/22/2024,4/28/2024
Binh Phuoc,1.34,4/29/2024,5/5/2024
Binh Phuoc,0.47,5/6/2024,5/12/2024
Binh Phuoc,1.34,5/13/2024,5/19/2024
Binh Phuoc,1.07,5/20/2024,5/26/2024
Binh Phuoc,1.74,5/27/2024,6/2/2024
Binh Phuoc,0.39,6/3/2024,6/9/2024
Binh Phuoc,1.5,6/10/2024,6/16/2024
Binh Phuoc,0.6,6/17/2024,6/23/2024
Binh Phuoc,1.38,6/24/2024,6/30/2024
Binh Phuoc,1.94,7/1/2024,7/7/2024
Binh Phuoc,0.05,7/8/2024,7/14/2024
Binh Phuoc,1.21,7/15/2024,7/21/2024
Binh Phuoc,1.9,7/22/2024,7/28/2024
Binh Phuoc,1.82,7/29/2024,8/4/2024
Binh Phuoc,1.09,8/5/2024,8/11/2024
Binh Phuoc,0.22,8/12/2024,8/18/2024
Binh Phuoc,0.73,8/19/2024,8/25/2024
Binh Phuoc,1.7,8/26/2024,9/1/2024
Binh Phuoc,0.05,9/2/2024,9/8/2024
Binh Phuoc,0.78,9/9/2024,9/15/2024
Binh Phuoc,0.31,9/16/2024,9/22/2024
Binh Phuoc,1,9/23/2024,9/29/2024
Binh Phuoc,0.22,9/30/2024,10/6/2024
Binh Phuoc,0.44,10/7/2024,10/13/2024
Binh Phuoc,0.1,10/14/2024,10/20/2024
Binh Phuoc,0.82,10/21/2024,10/27/2024
Binh Phuoc,0.19,10/28/2024,11/3/2024
Binh Phuoc,0.83,11/4/2024,11/10/2024
Binh Phuoc,1.37,11/11/2024,11/17/2024
Binh Phuoc,0.27,11/18/2024,11/24/2024
Binh Phuoc,0.62,11/25/2024,12/1/2024
Binh Phuoc,0.33,12/2/2024,12/8/2024
Binh Phuoc,1.63,12/9/2024,12/15/2024
Binh Phuoc,1.15,12/16/2024,12/22/2024
Binh Phuoc,1.49,12/23/2024,12/29/2024
Binh Phuoc,0.98,12/30/2024,1/5/2025
Binh Phuoc,1.34,1/6/2025,1/12/2025
Binh Phuoc,0.91,1/13/2025,1/19/2025
Binh Phuoc,0.42,1/20/2025,1/26/2025
Binh Phuoc,0.92,1/27/2025,2/2/2025
Binh Phuoc,0.45,2/3/2025,2/9/2025
Binh Phuoc,0.44,2/10/2025,2/16/2025
Binh Phuoc,0.88,2/17/2025,2/23/2025
Binh Phuoc,1.85,2/24/2025,3/2/2025
Binh Phuoc,0.36,3/3/2025,3/9/2025
Binh Phuoc,1.69,3/10/2025,3/16/2025
Binh Phuoc,0.92,3/17/2025,3/23/2025
Binh Phuoc,0.02,3/24/2025,3/30/2025
Binh Phuoc,1.22,3/31/2025,4/6/2025
