province,avg_salinity,date_start,day_end
Tra Vinh,15.78,2/7/2022,2/13/2022
Tra Vinh,15.64,2/14/2022,2/20/2022
Tra Vinh,14.98,2/21/2022,2/27/2022
Tra Vinh,16.33,2/28/2022,3/6/2022
Tra Vinh,15.45,3/7/2022,3/13/2022
Tra Vinh,15.78,3/14/2022,3/20/2022
Tra Vinh,15.23,3/21/2022,3/27/2022
Tra Vinh,14.425,3/28/2022,4/3/2022
Tra Vinh,13.56,4/4/2022,4/10/2022
Tra Vinh,13.23,4/11/2022,4/17/2022
Tra Vinh,12.78,4/18/2022,4/24/2022
Tra Vinh,12.55,4/25/2022,5/1/2022
Tra Vinh,12.23,5/2/2022,5/8/2022
Tra Vinh,11.45,5/9/2022,5/15/2022
Tra Vinh,11.23,5/16/2022,5/22/2022
Tra Vinh,10.45,5/23/2022,5/29/2022
Tra Vinh,9.9,5/30/2022,6/5/2022
Tra Vinh,6.78,6/6/2022,6/12/2022
Tra Vinh,7.23,6/13/2022,6/19/2022
Tra Vinh,3.88,6/20/2022,6/26/2022
Tra Vinh,4.78,6/27/2022,7/3/2022
Tra Vinh,6.48,7/4/2022,7/10/2022
Tra Vinh,4.68,7/11/2022,7/17/2022
Tra Vinh,3.29,7/18/2022,7/24/2022
Tra Vinh,5.04,7/25/2022,7/31/2022
Tra Vinh,2.23,8/1/2022,8/7/2022
Tra Vinh,2.15,8/8/2022,8/14/2022
Tra Vinh,4.66,8/15/2022,8/21/2022
Tra Vinh,3.05,8/22/2022,8/28/2022
Tra Vinh,4.44,8/29/2022,9/4/2022
Tra Vinh,0.05,9/5/2022,9/11/2022
Tra Vinh,3.46,9/12/2022,9/18/2022
Tra Vinh,0.78,9/19/2022,9/25/2022
Tra Vinh,0.56,9/26/2022,10/2/2022
Tra Vinh,0.78,10/3/2022,10/9/2022
Tra Vinh,0.53,10/10/2022,10/16/2022
Tra Vinh,0.01,10/17/2022,10/23/2022
Tra Vinh,0.3,10/24/2022,10/30/2022
Tra Vinh,0.12,10/31/2022,11/6/2022
Tra Vinh,1.78,11/7/2022,11/13/2022
Tra Vinh,1.36,11/14/2022,11/20/2022
Tra Vinh,4.63,11/21/2022,11/27/2022
Tra Vinh,2.78,11/28/2022,12/4/2022
Tra Vinh,4.74,12/5/2022,12/11/2022
Tra Vinh,6.67,12/12/2022,12/18/2022
Tra Vinh,7.43,12/19/2022,12/25/2022
Tra Vinh,3.64,12/26/2022,1/1/2023
Tra Vinh,13.83,1/2/2023,1/8/2023
Tra Vinh,13.29,1/9/2023,1/15/2023
Tra Vinh,14.97,1/16/2023,1/22/2023
Tra Vinh,16.13,1/23/2023,1/29/2023
Tra Vinh,14.1,1/30/2023,2/5/2023
Tra Vinh,17.14,2/6/2023,2/12/2023
Tra Vinh,16.21,2/13/2023,2/19/2023
Tra Vinh,15.81,2/20/2023,2/26/2023
Tra Vinh,17.7,2/27/2023,3/5/2023
Tra Vinh,15.6,3/6/2023,3/12/2023
Tra Vinh,16.66,3/13/2023,3/19/2023
Tra Vinh,13.91,3/20/2023,3/26/2023
Tra Vinh,15.265,3/27/2023,4/2/2023
Tra Vinh,13.36,4/3/2023,4/9/2023
Tra Vinh,12.43,4/10/2023,4/16/2023
Tra Vinh,11.6,4/17/2023,4/23/2023
Tra Vinh,12.2,4/24/2023,4/30/2023
Tra Vinh,11.09,5/1/2023,5/7/2023
Tra Vinh,12.81,5/8/2023,5/14/2023
Tra Vinh,10.78,5/15/2023,5/21/2023
Tra Vinh,11.3,5/22/2023,5/28/2023
Tra Vinh,11.01,5/29/2023,6/4/2023
Tra Vinh,7.51,6/5/2023,6/11/2023
Tra Vinh,7.11,6/12/2023,6/18/2023
Tra Vinh,5.25,6/19/2023,6/25/2023
Tra Vinh,3.43,6/26/2023,7/2/2023
Tra Vinh,3.99,7/3/2023,7/9/2023
Tra Vinh,3.21,7/10/2023,7/16/2023
Tra Vinh,4.69,7/17/2023,7/23/2023
Tra Vinh,7.14,7/24/2023,7/30/2023
Tra Vinh,4.38,7/31/2023,8/6/2023
Tra Vinh,5.79,8/7/2023,8/13/2023
Tra Vinh,4.74,8/14/2023,8/20/2023
Tra Vinh,3.57,8/21/2023,8/27/2023
Tra Vinh,2.76,8/28/2023,9/3/2023
Tra Vinh,3.36,9/4/2023,9/10/2023
Tra Vinh,0.64,9/11/2023,9/17/2023
Tra Vinh,0.24,9/18/2023,9/24/2023
Tra Vinh,1.15,9/25/2023,10/1/2023
Tra Vinh,0.38,10/2/2023,10/8/2023
Tra Vinh,0.18,10/9/2023,10/15/2023
Tra Vinh,0.4,10/16/2023,10/22/2023
Tra Vinh,0.81,10/23/2023,10/29/2023
Tra Vinh,0.1,10/30/2023,11/5/2023
Tra Vinh,0.61,11/6/2023,11/12/2023
Tra Vinh,1.39,11/13/2023,11/19/2023
Tra Vinh,4.53,11/20/2023,11/26/2023
Tra Vinh,1.7,11/27/2023,12/3/2023
Tra Vinh,5.26,12/4/2023,12/10/2023
Tra Vinh,4.19,12/11/2023,12/17/2023
Tra Vinh,8.57,12/18/2023,12/24/2023
Tra Vinh,4.78,12/25/2023,12/31/2023
Tra Vinh,12.05,1/1/2024,1/7/2024
Tra Vinh,13.99,1/8/2024,1/14/2024
Tra Vinh,14.25,1/15/2024,1/21/2024
Tra Vinh,14.34,1/22/2024,1/28/2024
Tra Vinh,16.21,1/29/2024,2/4/2024
Tra Vinh,16.41,2/5/2024,2/11/2024
Tra Vinh,16.44,2/12/2024,2/18/2024
Tra Vinh,16.4,2/19/2024,2/25/2024
Tra Vinh,15.31,2/26/2024,3/3/2024
Tra Vinh,15.74,3/4/2024,3/10/2024
Tra Vinh,16.31,3/11/2024,3/17/2024
Tra Vinh,14.37,3/18/2024,3/24/2024
Tra Vinh,13.445,3/25/2024,3/31/2024
Tra Vinh,12.68,4/1/2024,4/7/2024
Tra Vinh,13.47,4/8/2024,4/14/2024
Tra Vinh,11.65,4/15/2024,4/21/2024
Tra Vinh,11.48,4/22/2024,4/28/2024
Tra Vinh,12.8,4/29/2024,5/5/2024
Tra Vinh,10.83,5/6/2024,5/12/2024
Tra Vinh,9.97,5/13/2024,5/19/2024
Tra Vinh,9.84,5/20/2024,5/26/2024
Tra Vinh,9.98,5/27/2024,6/2/2024
Tra Vinh,5.41,6/3/2024,6/9/2024
Tra Vinh,7.39,6/10/2024,6/16/2024
Tra Vinh,3,6/17/2024,6/23/2024
Tra Vinh,6.25,6/24/2024,6/30/2024
Tra Vinh,3.63,7/1/2024,7/7/2024
Tra Vinh,5.48,7/8/2024,7/14/2024
Tra Vinh,6.08,7/15/2024,7/21/2024
Tra Vinh,2.95,7/22/2024,7/28/2024
Tra Vinh,2.75,7/29/2024,8/4/2024
Tra Vinh,3.18,8/5/2024,8/11/2024
Tra Vinh,2.11,8/12/2024,8/18/2024
Tra Vinh,1.6,8/19/2024,8/25/2024
Tra Vinh,3.37,8/26/2024,9/1/2024
Tra Vinh,0.19,9/2/2024,9/8/2024
Tra Vinh,2.79,9/9/2024,9/15/2024
Tra Vinh,0.26,9/16/2024,9/22/2024
Tra Vinh,0.43,9/23/2024,9/29/2024
Tra Vinh,1.42,9/30/2024,10/6/2024
Tra Vinh,1.29,10/7/2024,10/13/2024
Tra Vinh,0.31,10/14/2024,10/20/2024
Tra Vinh,0.75,10/21/2024,10/27/2024
Tra Vinh,1.51,10/28/2024,11/3/2024
Tra Vinh,3.07,11/4/2024,11/10/2024
Tra Vinh,0.9,11/11/2024,11/17/2024
Tra Vinh,5.55,11/18/2024,11/24/2024
Tra Vinh,2.39,11/25/2024,12/1/2024
Tra Vinh,7.16,12/2/2024,12/8/2024
Tra Vinh,7.41,12/9/2024,12/15/2024
Tra Vinh,7.12,12/16/2024,12/22/2024
Tra Vinh,7.12,12/23/2024,12/29/2024
Tra Vinh,13.38,12/30/2024,1/5/2025
Tra Vinh,12.95,1/6/2025,1/12/2025
Tra Vinh,15.67,1/13/2025,1/19/2025
Tra Vinh,14.7,1/20/2025,1/26/2025
Tra Vinh,16.66,1/27/2025,2/2/2025
Tra Vinh,14.85,2/3/2025,2/9/2025
Tra Vinh,14.56,2/10/2025,2/16/2025
Tra Vinh,15.95,2/17/2025,2/23/2025
Tra Vinh,17.71,2/24/2025,3/2/2025
Tra Vinh,14.64,3/3/2025,3/9/2025
Tra Vinh,15.65,3/10/2025,3/16/2025
Tra Vinh,16.72,3/17/2025,3/23/2025
Tra Vinh,14.745,3/24/2025,3/30/2025
Tra Vinh,13,3/31/2025,4/6/2025
