province,avg_salinity,date_start,day_end
Tien Giang,1.74,6/20/2022,6/26/2022
Tien Giang,1.98,6/27/2022,7/3/2022
Tien Giang,1.92,7/4/2022,7/10/2022
Tien Giang,0.75,7/11/2022,7/17/2022
Tien Giang,0.95,7/18/2022,7/24/2022
Tien Giang,0.4,7/25/2022,7/31/2022
Tien Giang,1.25,8/1/2022,8/7/2022
Tien Giang,0.44,8/8/2022,8/14/2022
Tien Giang,1.81,8/15/2022,8/21/2022
Tien Giang,1.05,8/22/2022,8/28/2022
Tien Giang,0.81,8/29/2022,9/4/2022
Tien Giang,0.38,9/5/2022,9/11/2022
Tien Giang,1.03,9/12/2022,9/18/2022
Tien Giang,1.7,9/19/2022,9/25/2022
Tien Giang,0.01,9/26/2022,10/2/2022
Tien Giang,0.04,10/3/2022,10/9/2022
Tien Giang,1.71,10/10/2022,10/16/2022
Tien Giang,1.3,10/17/2022,10/23/2022
Tien Giang,0.84,10/24/2022,10/30/2022
Tien Giang,0.61,10/31/2022,11/6/2022
Tien Giang,1.04,11/7/2022,11/13/2022
Tien Giang,0.45,11/14/2022,11/20/2022
Tien Giang,1.42,11/21/2022,11/27/2022
Tien Giang,1.08,11/28/2022,12/4/2022
Tien Giang,1.71,12/5/2022,12/11/2022
Tien Giang,0.66,12/12/2022,12/18/2022
Tien Giang,0.41,12/19/2022,12/25/2022
Tien Giang,1.37,12/26/2022,1/1/2023
Tien Giang,1.69,1/2/2023,1/8/2023
Tien Giang,0.45,1/9/2023,1/15/2023
Tien Giang,0.93,1/16/2023,1/22/2023
Tien Giang,1.57,1/23/2023,1/29/2023
Tien Giang,0.6,1/30/2023,2/5/2023
Tien Giang,1.12,2/6/2023,2/12/2023
Tien Giang,1.04,2/13/2023,2/19/2023
Tien Giang,1.5,2/20/2023,2/26/2023
Tien Giang,0.12,2/27/2023,3/5/2023
Tien Giang,1.28,3/6/2023,3/12/2023
Tien Giang,0.1,3/13/2023,3/19/2023
Tien Giang,0.27,3/20/2023,3/26/2023
Tien Giang,1.54,3/27/2023,4/2/2023
Tien Giang,1.88,4/3/2023,4/9/2023
Tien Giang,0.94,4/10/2023,4/16/2023
Tien Giang,1.43,4/17/2023,4/23/2023
Tien Giang,0.28,4/24/2023,4/30/2023
Tien Giang,1.28,5/1/2023,5/7/2023
Tien Giang,1.48,5/8/2023,5/14/2023
Tien Giang,1.07,5/15/2023,5/21/2023
Tien Giang,1.47,5/22/2023,5/28/2023
Tien Giang,1.51,5/29/2023,6/4/2023
Tien Giang,0.63,6/5/2023,6/11/2023
Tien Giang,1.77,6/12/2023,6/18/2023
Tien Giang,0.4,6/19/2023,6/25/2023
Tien Giang,0.45,6/26/2023,7/2/2023
Tien Giang,0.22,7/3/2023,7/9/2023
Tien Giang,1.39,7/10/2023,7/16/2023
Tien Giang,1.41,7/17/2023,7/23/2023
Tien Giang,0.04,7/24/2023,7/30/2023
Tien Giang,1.33,7/31/2023,8/6/2023
Tien Giang,2,8/7/2023,8/13/2023
Tien Giang,0.91,8/14/2023,8/20/2023
Tien Giang,1.97,8/21/2023,8/27/2023
Tien Giang,0.87,8/28/2023,9/3/2023
Tien Giang,1.13,9/4/2023,9/10/2023
Tien Giang,1.31,9/11/2023,9/17/2023
Tien Giang,0.65,9/18/2023,9/24/2023
Tien Giang,1.97,9/25/2023,10/1/2023
Tien Giang,0.1,10/2/2023,10/8/2023
Tien Giang,0.86,10/9/2023,10/15/2023
Tien Giang,0.46,10/16/2023,10/22/2023
Tien Giang,1.41,10/23/2023,10/29/2023
Tien Giang,1.57,10/30/2023,11/5/2023
Tien Giang,1.74,11/6/2023,11/12/2023
Tien Giang,0.23,11/13/2023,11/19/2023
Tien Giang,0.24,11/20/2023,11/26/2023
Tien Giang,0.98,11/27/2023,12/3/2023
Tien Giang,0.18,12/4/2023,12/10/2023
Tien Giang,1.79,12/11/2023,12/17/2023
Tien Giang,0.17,12/18/2023,12/24/2023
Tien Giang,0.77,12/25/2023,12/31/2023
Tien Giang,1.6,1/1/2024,1/7/2024
Tien Giang,0.86,1/8/2024,1/14/2024
Tien Giang,1.19,1/15/2024,1/21/2024
Tien Giang,1.74,1/22/2024,1/28/2024
Tien Giang,1.27,1/29/2024,2/4/2024
Tien Giang,1.94,2/5/2024,2/11/2024
Tien Giang,1.66,2/12/2024,2/18/2024
Tien Giang,0.03,2/19/2024,2/25/2024
Tien Giang,1.93,2/26/2024,3/3/2024
Tien Giang,1.01,3/4/2024,3/10/2024
Tien Giang,0.19,3/11/2024,3/17/2024
Tien Giang,1.19,3/18/2024,3/24/2024
Tien Giang,1.28,3/25/2024,3/31/2024
Tien Giang,0.69,4/1/2024,4/7/2024
Tien Giang,1.84,4/8/2024,4/14/2024
Tien Giang,0.5,4/15/2024,4/21/2024
Tien Giang,0.34,4/22/2024,4/28/2024
Tien Giang,0.72,4/29/2024,5/5/2024
Tien Giang,0.34,5/6/2024,5/12/2024
Tien Giang,1.15,5/13/2024,5/19/2024
Tien Giang,0.16,5/20/2024,5/26/2024
Tien Giang,0.58,5/27/2024,6/2/2024
Tien Giang,1.72,6/3/2024,6/9/2024
Tien Giang,0.36,6/10/2024,6/16/2024
Tien Giang,0.79,6/17/2024,6/23/2024
Tien Giang,1.28,6/24/2024,6/30/2024
Tien Giang,0.57,7/1/2024,7/7/2024
Tien Giang,0.83,7/8/2024,7/14/2024
Tien Giang,0.07,7/15/2024,7/21/2024
Tien Giang,1.78,7/22/2024,7/28/2024
Tien Giang,0.36,7/29/2024,8/4/2024
Tien Giang,1.4,8/5/2024,8/11/2024
Tien Giang,1.56,8/12/2024,8/18/2024
Tien Giang,1.17,8/19/2024,8/25/2024
Tien Giang,0.38,8/26/2024,9/1/2024
Tien Giang,1.74,9/2/2024,9/8/2024
Tien Giang,0.88,9/9/2024,9/15/2024
Tien Giang,1.99,9/16/2024,9/22/2024
Tien Giang,0.72,9/23/2024,9/29/2024
Tien Giang,0.82,9/30/2024,10/6/2024
Tien Giang,0.11,10/7/2024,10/13/2024
Tien Giang,0.22,10/14/2024,10/20/2024
Tien Giang,0.56,10/21/2024,10/27/2024
Tien Giang,1.93,10/28/2024,11/3/2024
Tien Giang,1.72,11/4/2024,11/10/2024
Tien Giang,1.42,11/11/2024,11/17/2024
Tien Giang,0.25,11/18/2024,11/24/2024
Tien Giang,0.67,11/25/2024,12/1/2024
Tien Giang,0.38,12/2/2024,12/8/2024
Tien Giang,0.12,12/9/2024,12/15/2024
Tien Giang,0.82,12/16/2024,12/22/2024
Tien Giang,0.95,12/23/2024,12/29/2024
Tien Giang,0.48,12/30/2024,1/5/2025
Tien Giang,1.54,1/6/2025,1/12/2025
Tien Giang,1.33,1/13/2025,1/19/2025
Tien Giang,1.8,1/20/2025,1/26/2025
Tien Giang,1.12,1/27/2025,2/2/2025
Tien Giang,1.49,2/3/2025,2/9/2025
Tien Giang,1.3,2/10/2025,2/16/2025
Tien Giang,1.61,2/17/2025,2/23/2025
Tien Giang,1.69,2/24/2025,3/2/2025
Tien Giang,0.75,3/3/2025,3/9/2025
Tien Giang,1,3/10/2025,3/16/2025
Tien Giang,0.93,3/17/2025,3/23/2025
Tien Giang,1.46,3/24/2025,3/30/2025
Tien Giang,0.14,3/31/2025,4/6/2025
