province,avg_salinity,date_start,day_end
Tien Giang,9.06,1/23/2023,1/29/2023
Tien Giang,10.77,1/30/2023,2/5/2023
Tien Giang,10.73,2/6/2023,2/12/2023
Tien Giang,12.04,2/13/2023,2/19/2023
Tien Giang,16.13,2/20/2023,2/26/2023
Tien Giang,15.42,2/27/2023,3/5/2023
Tien Giang,15.71,3/6/2023,3/12/2023
Tien Giang,14.03,3/13/2023,3/19/2023
Tien Giang,13.75,3/20/2023,3/26/2023
Tien Giang,14.51,3/27/2023,4/2/2023
Tien Giang,12.8,4/3/2023,4/9/2023
Tien Giang,12.99,4/10/2023,4/16/2023
Tien Giang,13.16,4/17/2023,4/23/2023
Tien Giang,12.97,4/24/2023,4/30/2023
Tien Giang,14.5,5/1/2023,5/7/2023
Tien Giang,12.46,5/8/2023,5/14/2023
Tien Giang,11.4,5/15/2023,5/21/2023
Tien Giang,8.27,5/22/2023,5/28/2023
Tien Giang,5.96,5/29/2023,6/4/2023
Tien Giang,7.48,6/5/2023,6/11/2023
Tien Giang,6.75,6/12/2023,6/18/2023
Tien Giang,3.27,6/19/2023,6/25/2023
Tien Giang,5.35,6/26/2023,7/2/2023
Tien Giang,5.94,7/3/2023,7/9/2023
Tien Giang,5.55,7/10/2023,7/16/2023
Tien Giang,1.61,7/17/2023,7/23/2023
Tien Giang,2.64,7/24/2023,7/30/2023
Tien Giang,4.06,7/31/2023,8/6/2023
Tien Giang,2.15,8/7/2023,8/13/2023
Tien Giang,3.85,8/14/2023,8/20/2023
Tien Giang,2.85,8/21/2023,8/27/2023
Tien Giang,0.28,8/28/2023,9/3/2023
Tien Giang,0.87,9/4/2023,9/10/2023
Tien Giang,1.72,9/11/2023,9/17/2023
Tien Giang,0.34,9/18/2023,9/24/2023
Tien Giang,0.44,9/25/2023,10/1/2023
Tien Giang,0.17,10/2/2023,10/8/2023
Tien Giang,0.22,10/9/2023,10/15/2023
Tien Giang,0.01,10/16/2023,10/22/2023
Tien Giang,1.24,10/23/2023,10/29/2023
Tien Giang,0.76,10/30/2023,11/5/2023
Tien Giang,2.43,11/6/2023,11/12/2023
Tien Giang,0.26,11/13/2023,11/19/2023
Tien Giang,3.7,11/20/2023,11/26/2023
Tien Giang,2.19,11/27/2023,12/3/2023
Tien Giang,5.89,12/4/2023,12/10/2023
Tien Giang,7.42,12/11/2023,12/17/2023
Tien Giang,4.65,12/18/2023,12/24/2023
Tien Giang,7.15,12/25/2023,12/31/2023
Tien Giang,9.49,1/1/2024,1/7/2024
Tien Giang,8.06,1/8/2024,1/14/2024
Tien Giang,9.81,1/15/2024,1/21/2024
Tien Giang,10.03,1/22/2024,1/28/2024
Tien Giang,11.36,1/29/2024,2/4/2024
Tien Giang,9.86,2/5/2024,2/11/2024
Tien Giang,14.24,2/12/2024,2/18/2024
Tien Giang,14.83,2/19/2024,2/25/2024
Tien Giang,15.49,2/26/2024,3/3/2024
Tien Giang,15.31,3/4/2024,3/10/2024
Tien Giang,13.8,3/11/2024,3/17/2024
Tien Giang,13.07,3/18/2024,3/24/2024
Tien Giang,15.15,3/25/2024,3/31/2024
Tien Giang,13.31,4/1/2024,4/7/2024
Tien Giang,12.98,4/8/2024,4/14/2024
Tien Giang,12.61,4/15/2024,4/21/2024
Tien Giang,12.99,4/22/2024,4/28/2024
Tien Giang,12.39,4/29/2024,5/5/2024
Tien Giang,14.31,5/6/2024,5/12/2024
Tien Giang,10.12,5/13/2024,5/19/2024
Tien Giang,6.92,5/20/2024,5/26/2024
Tien Giang,6.47,5/27/2024,6/2/2024
Tien Giang,7.39,6/3/2024,6/9/2024
Tien Giang,5.55,6/10/2024,6/16/2024
Tien Giang,3.64,6/17/2024,6/23/2024
Tien Giang,5.76,6/24/2024,6/30/2024
Tien Giang,5.07,7/1/2024,7/7/2024
Tien Giang,5.38,7/8/2024,7/14/2024
Tien Giang,2.93,7/15/2024,7/21/2024
Tien Giang,4.47,7/22/2024,7/28/2024
Tien Giang,4.85,7/29/2024,8/4/2024
Tien Giang,2.43,8/5/2024,8/11/2024
Tien Giang,3.21,8/12/2024,8/18/2024
Tien Giang,2.15,8/19/2024,8/25/2024
Tien Giang,2.14,8/26/2024,9/1/2024
Tien Giang,0.4,9/2/2024,9/8/2024
Tien Giang,0.1,9/9/2024,9/15/2024
Tien Giang,0.21,9/16/2024,9/22/2024
Tien Giang,1.22,9/23/2024,9/29/2024
Tien Giang,0.76,9/30/2024,10/6/2024
Tien Giang,0.48,10/7/2024,10/13/2024
Tien Giang,0.33,10/14/2024,10/20/2024
Tien Giang,0.11,10/21/2024,10/27/2024
Tien Giang,0.05,10/28/2024,11/3/2024
Tien Giang,1.45,11/4/2024,11/10/2024
Tien Giang,1.62,11/11/2024,11/17/2024
Tien Giang,3.38,11/18/2024,11/24/2024
Tien Giang,3.53,11/25/2024,12/1/2024
Tien Giang,4.33,12/2/2024,12/8/2024
Tien Giang,8.38,12/9/2024,12/15/2024
Tien Giang,5.19,12/16/2024,12/22/2024
Tien Giang,8.58,12/23/2024,12/29/2024
Tien Giang,9.61,12/30/2024,1/5/2025
Tien Giang,7.66,1/6/2025,1/12/2025
Tien Giang,9.03,1/13/2025,1/19/2025
Tien Giang,8.19,1/20/2025,1/26/2025
Tien Giang,10.71,1/27/2025,2/2/2025
Tien Giang,12.54,2/3/2025,2/9/2025
Tien Giang,13.06,2/10/2025,2/16/2025
Tien Giang,13.85,2/17/2025,2/23/2025
Tien Giang,15.94,2/24/2025,3/2/2025
Tien Giang,14.49,3/3/2025,3/9/2025
Tien Giang,13.35,3/10/2025,3/16/2025
Tien Giang,13.57,3/17/2025,3/23/2025
Tien Giang,12.99,3/24/2025,3/30/2025
Tien Giang,13.96,3/31/2025,4/6/2025
