province,avg_salinity,date_start,day_end
Dong Nai,0.99,7/11/2022,7/17/2022
Dong Nai,0.06,7/18/2022,7/24/2022
Dong Nai,0.33,7/25/2022,7/31/2022
Dong Nai,0.3,8/1/2022,8/7/2022
Dong Nai,1.63,8/8/2022,8/14/2022
Dong Nai,0.49,8/15/2022,8/21/2022
Dong Nai,0.68,8/22/2022,8/28/2022
Dong Nai,0.03,8/29/2022,9/4/2022
Dong Nai,0.94,9/5/2022,9/11/2022
Dong Nai,0.02,9/12/2022,9/18/2022
Dong Nai,0.5,9/19/2022,9/25/2022
Dong Nai,0.29,9/26/2022,10/2/2022
Dong Nai,0.25,10/3/2022,10/9/2022
Dong Nai,1.63,10/10/2022,10/16/2022
Dong Nai,0.25,10/17/2022,10/23/2022
Dong Nai,1.95,10/24/2022,10/30/2022
Dong Nai,0.21,10/31/2022,11/6/2022
Dong Nai,0.54,11/7/2022,11/13/2022
Dong Nai,0.21,11/14/2022,11/20/2022
Dong Nai,0.93,11/21/2022,11/27/2022
Dong Nai,0.05,11/28/2022,12/4/2022
Dong Nai,1.78,12/5/2022,12/11/2022
Dong Nai,1.84,12/12/2022,12/18/2022
Dong Nai,0.08,12/19/2022,12/25/2022
Dong Nai,1.42,12/26/2022,1/1/2023
Dong Nai,0.85,1/2/2023,1/8/2023
Dong Nai,0.29,1/9/2023,1/15/2023
Dong Nai,2.22,1/16/2023,1/22/2023
Dong Nai,0.24,1/23/2023,1/29/2023
Dong Nai,1.05,1/30/2023,2/5/2023
Dong Nai,0.44,2/6/2023,2/12/2023
Dong Nai,0.24,2/13/2023,2/19/2023
Dong Nai,0.58,2/20/2023,2/26/2023
Dong Nai,0.96,2/27/2023,3/5/2023
Dong Nai,0.26,3/6/2023,3/12/2023
Dong Nai,0.06,3/13/2023,3/19/2023
Dong Nai,1.04,3/20/2023,3/26/2023
Dong Nai,0.01,3/27/2023,4/2/2023
Dong Nai,0.61,4/3/2023,4/9/2023
Dong Nai,2,4/10/2023,4/16/2023
Dong Nai,0.5,4/17/2023,4/23/2023
Dong Nai,0.26,4/24/2023,4/30/2023
Dong Nai,0.84,5/1/2023,5/7/2023
Dong Nai,0.72,5/8/2023,5/14/2023
Dong Nai,0.07,5/15/2023,5/21/2023
Dong Nai,1.97,5/22/2023,5/28/2023
Dong Nai,0.91,5/29/2023,6/4/2023
Dong Nai,0.12,6/5/2023,6/11/2023
Dong Nai,0.32,6/12/2023,6/18/2023
Dong Nai,0.3,6/19/2023,6/25/2023
Dong Nai,0.83,6/26/2023,7/2/2023
Dong Nai,0.05,7/3/2023,7/9/2023
Dong Nai,1.14,7/10/2023,7/16/2023
Dong Nai,0.65,7/17/2023,7/23/2023
Dong Nai,0.58,7/24/2023,7/30/2023
Dong Nai,0.22,7/31/2023,8/6/2023
Dong Nai,0.51,8/7/2023,8/13/2023
Dong Nai,0.12,8/14/2023,8/20/2023
Dong Nai,0.48,8/21/2023,8/27/2023
Dong Nai,0.26,8/28/2023,9/3/2023
Dong Nai,0.78,9/4/2023,9/10/2023
Dong Nai,1.75,9/11/2023,9/17/2023
Dong Nai,0.94,9/18/2023,9/24/2023
Dong Nai,0.73,9/25/2023,10/1/2023
Dong Nai,0.36,10/2/2023,10/8/2023
Dong Nai,0.31,10/9/2023,10/15/2023
Dong Nai,0.39,10/16/2023,10/22/2023
Dong Nai,0.28,10/23/2023,10/29/2023
Dong Nai,0.1,10/30/2023,11/5/2023
Dong Nai,0.43,11/6/2023,11/12/2023
Dong Nai,0.18,11/13/2023,11/19/2023
Dong Nai,1.89,11/20/2023,11/26/2023
Dong Nai,0.8,11/27/2023,12/3/2023
Dong Nai,0.4,12/4/2023,12/10/2023
Dong Nai,0.46,12/11/2023,12/17/2023
Dong Nai,0.07,12/18/2023,12/24/2023
Dong Nai,1.28,12/25/2023,12/31/2023
Dong Nai,0.58,1/1/2024,1/7/2024
Dong Nai,0.44,1/8/2024,1/14/2024
Dong Nai,0.24,1/15/2024,1/21/2024
Dong Nai,2.33,1/22/2024,1/28/2024
Dong Nai,0.6,1/29/2024,2/4/2024
Dong Nai,0.35,2/5/2024,2/11/2024
Dong Nai,1.59,2/12/2024,2/18/2024
Dong Nai,0.06,2/19/2024,2/25/2024
Dong Nai,2.06,2/26/2024,3/3/2024
Dong Nai,0.11,3/4/2024,3/10/2024
Dong Nai,0.24,3/11/2024,3/17/2024
Dong Nai,0.9,3/18/2024,3/24/2024
Dong Nai,1.01,3/25/2024,3/31/2024
Dong Nai,1.26,4/1/2024,4/7/2024
Dong Nai,0.4,4/8/2024,4/14/2024
Dong Nai,1.22,4/15/2024,4/21/2024
Dong Nai,1.26,4/22/2024,4/28/2024
Dong Nai,0.27,4/29/2024,5/5/2024
Dong Nai,0.9,5/6/2024,5/12/2024
Dong Nai,0.21,5/13/2024,5/19/2024
Dong Nai,0.07,5/20/2024,5/26/2024
Dong Nai,0.77,5/27/2024,6/2/2024
Dong Nai,0.04,6/3/2024,6/9/2024
Dong Nai,0.08,6/10/2024,6/16/2024
Dong Nai,0.42,6/17/2024,6/23/2024
Dong Nai,0.88,6/24/2024,6/30/2024
Dong Nai,0.23,7/1/2024,7/7/2024
Dong Nai,0.33,7/8/2024,7/14/2024
Dong Nai,0.37,7/15/2024,7/21/2024
Dong Nai,0.5,7/22/2024,7/28/2024
Dong Nai,0.49,7/29/2024,8/4/2024
Dong Nai,0.01,8/5/2024,8/11/2024
Dong Nai,1.46,8/12/2024,8/18/2024
Dong Nai,0.15,8/19/2024,8/25/2024
Dong Nai,0.4,8/26/2024,9/1/2024
Dong Nai,0.15,9/2/2024,9/8/2024
Dong Nai,1.21,9/9/2024,9/15/2024
Dong Nai,1.56,9/16/2024,9/22/2024
Dong Nai,0.27,9/23/2024,9/29/2024
Dong Nai,1.69,9/30/2024,10/6/2024
Dong Nai,1.1,10/7/2024,10/13/2024
Dong Nai,0.39,10/14/2024,10/20/2024
Dong Nai,0.82,10/21/2024,10/27/2024
Dong Nai,0.01,10/28/2024,11/3/2024
Dong Nai,0.23,11/4/2024,11/10/2024
Dong Nai,0.15,11/11/2024,11/17/2024
Dong Nai,1.68,11/18/2024,11/24/2024
Dong Nai,1.79,11/25/2024,12/1/2024
Dong Nai,2.06,12/2/2024,12/8/2024
Dong Nai,2,12/9/2024,12/15/2024
Dong Nai,1.02,12/16/2024,12/22/2024
Dong Nai,0.41,12/23/2024,12/29/2024
Dong Nai,0.09,12/30/2024,1/5/2025
Dong Nai,0.33,1/6/2025,1/12/2025
Dong Nai,0.79,1/13/2025,1/19/2025
Dong Nai,0.29,1/20/2025,1/26/2025
Dong Nai,1.14,1/27/2025,2/2/2025
Dong Nai,2.49,2/3/2025,2/9/2025
Dong Nai,0.82,2/10/2025,2/16/2025
Dong Nai,2.13,2/17/2025,2/23/2025
Dong Nai,0.88,2/24/2025,3/2/2025
Dong Nai,0.85,3/3/2025,3/9/2025
Dong Nai,0.25,3/10/2025,3/16/2025
Dong Nai,0.34,3/17/2025,3/23/2025
Dong Nai,0.46,3/24/2025,3/30/2025
Dong Nai,0.11,3/31/2025,4/6/2025
