province,avg_salinity,date_start,day_end
Vinh Long,5.4,1/3/2022,1/9/2022
Vinh Long,5.8,1/10/2022,1/16/2022
Vinh Long,6.5,1/17/2022,1/23/2022
Vinh Long,5.5,1/24/2022,1/30/2022
Vinh Long,5.4,1/31/2022,2/6/2022
Vinh Long,5.78,2/7/2022,2/13/2022
Vinh Long,6.3,2/14/2022,2/20/2022
Vinh Long,6.45,2/21/2022,2/27/2022
Vinh Long,6.12,2/28/2022,3/6/2022
Vinh Long,6.23,3/7/2022,3/13/2022
Vinh Long,6.11,3/14/2022,3/20/2022
Vinh Long,5.78,3/21/2022,3/27/2022
Vinh Long,5.5,3/28/2022,4/3/2022
Vinh Long,4.78,4/4/2022,4/10/2022
Vinh Long,4.56,4/11/2022,4/17/2022
Vinh Long,4.78,4/18/2022,4/24/2022
Vinh Long,5.3,4/25/2022,5/1/2022
Vinh Long,5.01,5/2/2022,5/8/2022
Vinh Long,4.78,5/9/2022,5/15/2022
Vinh Long,4.65,5/16/2022,5/22/2022
Vinh Long,4.1,5/23/2022,5/29/2022
Vinh Long,3.78,5/30/2022,6/5/2022
Vinh Long,4.92,6/6/2022,6/12/2022
Vinh Long,3.48,6/13/2022,6/19/2022
Vinh Long,4.68,6/20/2022,6/26/2022
Vinh Long,4.55,6/27/2022,7/3/2022
Vinh Long,2.29,7/4/2022,7/10/2022
Vinh Long,2.36,7/11/2022,7/17/2022
Vinh Long,3.17,7/18/2022,7/24/2022
Vinh Long,3.82,7/25/2022,7/31/2022
Vinh Long,3.06,8/1/2022,8/7/2022
Vinh Long,2.84,8/8/2022,8/14/2022
Vinh Long,2.52,8/15/2022,8/21/2022
Vinh Long,2.73,8/22/2022,8/28/2022
Vinh Long,2.15,8/29/2022,9/4/2022
Vinh Long,0.3,9/5/2022,9/11/2022
Vinh Long,0.65,9/12/2022,9/18/2022
Vinh Long,0.46,9/19/2022,9/25/2022
Vinh Long,0.08,9/26/2022,10/2/2022
Vinh Long,0.69,10/3/2022,10/9/2022
Vinh Long,0.38,10/10/2022,10/16/2022
Vinh Long,0.38,10/17/2022,10/23/2022
Vinh Long,0.55,10/24/2022,10/30/2022
Vinh Long,0.49,10/31/2022,11/6/2022
Vinh Long,1.73,11/7/2022,11/13/2022
Vinh Long,4.02,11/14/2022,11/20/2022
Vinh Long,2.66,11/21/2022,11/27/2022
Vinh Long,4.75,11/28/2022,12/4/2022
Vinh Long,7.23,12/5/2022,12/11/2022
Vinh Long,5.13,12/12/2022,12/18/2022
Vinh Long,6.91,12/19/2022,12/25/2022
Vinh Long,6.53,12/26/2022,1/1/2023
Vinh Long,6.71,1/2/2023,1/8/2023
Vinh Long,4.84,1/9/2023,1/15/2023
Vinh Long,5.19,1/16/2023,1/22/2023
Vinh Long,5.41,1/23/2023,1/29/2023
Vinh Long,5.23,1/30/2023,2/5/2023
Vinh Long,5.46,2/6/2023,2/12/2023
Vinh Long,7.48,2/13/2023,2/19/2023
Vinh Long,5.28,2/20/2023,2/26/2023
Vinh Long,7.18,2/27/2023,3/5/2023
Vinh Long,6.13,3/6/2023,3/12/2023
Vinh Long,5.19,3/13/2023,3/19/2023
Vinh Long,4.32,3/20/2023,3/26/2023
Vinh Long,4.66,3/27/2023,4/2/2023
Vinh Long,3.31,4/3/2023,4/9/2023
Vinh Long,4.12,4/10/2023,4/16/2023
Vinh Long,3.36,4/17/2023,4/23/2023
Vinh Long,6.24,4/24/2023,4/30/2023
Vinh Long,5.86,5/1/2023,5/7/2023
Vinh Long,4.74,5/8/2023,5/14/2023
Vinh Long,5.1,5/15/2023,5/21/2023
Vinh Long,3.91,5/22/2023,5/28/2023
Vinh Long,4.48,5/29/2023,6/4/2023
Vinh Long,2.44,6/5/2023,6/11/2023
Vinh Long,2.43,6/12/2023,6/18/2023
Vinh Long,4.14,6/19/2023,6/25/2023
Vinh Long,3.83,6/26/2023,7/2/2023
Vinh Long,5.35,7/3/2023,7/9/2023
Vinh Long,3.37,7/10/2023,7/16/2023
Vinh Long,3.01,7/17/2023,7/23/2023
Vinh Long,2.58,7/24/2023,7/30/2023
Vinh Long,3.14,7/31/2023,8/6/2023
Vinh Long,2.33,8/7/2023,8/13/2023
Vinh Long,2.57,8/14/2023,8/20/2023
Vinh Long,1.46,8/21/2023,8/27/2023
Vinh Long,2.74,8/28/2023,9/3/2023
Vinh Long,0.19,9/4/2023,9/10/2023
Vinh Long,1.19,9/11/2023,9/17/2023
Vinh Long,0.02,9/18/2023,9/24/2023
Vinh Long,1.75,9/25/2023,10/1/2023
Vinh Long,0.13,10/2/2023,10/8/2023
Vinh Long,0.16,10/9/2023,10/15/2023
Vinh Long,0.29,10/16/2023,10/22/2023
Vinh Long,0.75,10/23/2023,10/29/2023
Vinh Long,0.97,10/30/2023,11/5/2023
Vinh Long,2.12,11/6/2023,11/12/2023
Vinh Long,5.31,11/13/2023,11/19/2023
Vinh Long,1.2,11/20/2023,11/26/2023
Vinh Long,3.44,11/27/2023,12/3/2023
Vinh Long,4.22,12/4/2023,12/10/2023
Vinh Long,5.9,12/11/2023,12/17/2023
Vinh Long,6.65,12/18/2023,12/24/2023
Vinh Long,3.3,12/25/2023,12/31/2023
Vinh Long,6.17,1/1/2024,1/7/2024
Vinh Long,6.72,1/8/2024,1/14/2024
Vinh Long,6.26,1/15/2024,1/21/2024
Vinh Long,4.89,1/22/2024,1/28/2024
Vinh Long,5.38,1/29/2024,2/4/2024
Vinh Long,5.4,2/5/2024,2/11/2024
Vinh Long,7.56,2/12/2024,2/18/2024
Vinh Long,5.22,2/19/2024,2/25/2024
Vinh Long,5.77,2/26/2024,3/3/2024
Vinh Long,6.19,3/4/2024,3/10/2024
Vinh Long,6.63,3/11/2024,3/17/2024
Vinh Long,5.11,3/18/2024,3/24/2024
Vinh Long,4.32,3/25/2024,3/31/2024
Vinh Long,3.74,4/1/2024,4/7/2024
Vinh Long,4.56,4/8/2024,4/14/2024
Vinh Long,3.64,4/15/2024,4/21/2024
Vinh Long,5.33,4/22/2024,4/28/2024
Vinh Long,5.39,4/29/2024,5/5/2024
Vinh Long,5.85,5/6/2024,5/12/2024
Vinh Long,3.81,5/13/2024,5/19/2024
Vinh Long,3.99,5/20/2024,5/26/2024
Vinh Long,3.23,5/27/2024,6/2/2024
Vinh Long,3.1,6/3/2024,6/9/2024
Vinh Long,3.51,6/10/2024,6/16/2024
Vinh Long,1.81,6/17/2024,6/23/2024
Vinh Long,4.01,6/24/2024,6/30/2024
Vinh Long,4.67,7/1/2024,7/7/2024
Vinh Long,1.26,7/8/2024,7/14/2024
Vinh Long,3.71,7/15/2024,7/21/2024
Vinh Long,2.24,7/22/2024,7/28/2024
Vinh Long,1.7,7/29/2024,8/4/2024
Vinh Long,2.44,8/5/2024,8/11/2024
Vinh Long,1.43,8/12/2024,8/18/2024
Vinh Long,3.6,8/19/2024,8/25/2024
Vinh Long,2.48,8/26/2024,9/1/2024
Vinh Long,0.4,9/2/2024,9/8/2024
Vinh Long,0.13,9/9/2024,9/15/2024
Vinh Long,0.03,9/16/2024,9/22/2024
Vinh Long,0.26,9/23/2024,9/29/2024
Vinh Long,0.03,9/30/2024,10/6/2024
Vinh Long,0.37,10/7/2024,10/13/2024
Vinh Long,0.69,10/14/2024,10/20/2024
Vinh Long,0.41,10/21/2024,10/27/2024
Vinh Long,0.34,10/28/2024,11/3/2024
Vinh Long,1.88,11/4/2024,11/10/2024
Vinh Long,4.85,11/11/2024,11/17/2024
Vinh Long,2.67,11/18/2024,11/24/2024
Vinh Long,5.07,11/25/2024,12/1/2024
Vinh Long,6.94,12/2/2024,12/8/2024
Vinh Long,6.88,12/9/2024,12/15/2024
Vinh Long,4.12,12/16/2024,12/22/2024
Vinh Long,7.35,12/23/2024,12/29/2024
Vinh Long,5.97,12/30/2024,1/5/2025
Vinh Long,6.72,1/6/2025,1/12/2025
Vinh Long,7.46,1/13/2025,1/19/2025
Vinh Long,4.02,1/20/2025,1/26/2025
Vinh Long,4.17,1/27/2025,2/2/2025
Vinh Long,7.27,2/3/2025,2/9/2025
Vinh Long,6.08,2/10/2025,2/16/2025
Vinh Long,6.28,2/17/2025,2/23/2025
Vinh Long,5.72,2/24/2025,3/2/2025
Vinh Long,5.12,3/3/2025,3/9/2025
Vinh Long,6,3/10/2025,3/16/2025
Vinh Long,5.51,3/17/2025,3/23/2025
Vinh Long,5.59,3/24/2025,3/30/2025
Vinh Long,4.89,3/31/2025,4/6/2025
